Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470301200.0 1.0 47 61 117 NA NA 162 220 277 NA NA 3503 471 421 NA NA 3537 514 456 NA NA
1470301200.0 1002.0 NA 200 57 NA NA NA 410 140 NA NA NA 2816 167 NA NA NA 3134 196 NA NA
1470301200.0 10023.0 NA 97 217 0 NA NA 264 455 0 NA NA 636 787 469 NA NA 734 917 482 NA
1470301200.0 10024.0 NA 102 221 0 NA NA 264 455 0 NA NA 523 1017 553 NA NA 567 1086 581 NA
1470301200.0 10024.3 NA 103 137 0 NA NA 264 314 0 NA NA 553 400 257 NA NA 609 434 263 NA
1470301200.0 10026.0 NA 102 218 0 NA NA 263 455 0 NA NA 629 1450 555 NA NA 761 1560 598 NA
1470301200.0 105.0 47 71 27 NA NA 161 228 123 NA NA 2780 337 2 NA NA 2803 347 4 NA NA
1470301200.0 10621.0 72 76 0 NA NA 184 214 0 NA NA 1753 930 0 NA NA 1821 979 0 NA NA
1470301200.0 10624.0 84 78 0 NA NA 200 214 0 NA NA 7363 736 0 NA NA 7764 840 0 NA NA
1470301200.0 10626.0 83 77 0 NA NA 201 214 0 NA NA 10886 761 0 NA NA 11067 808 0 NA NA
1470301200.0 108.0 50 74 200 NA NA 165 228 394 NA NA 7359 384 604 NA NA 7712 422 627 NA NA
1470301200.0 10821.0 83 NA NA NA NA 196 NA NA NA NA 3363 NA NA NA NA 3393 NA NA NA NA
1470301200.0 10824.0 94 NA NA NA NA 213 NA NA NA NA 13232 NA NA NA NA 13486 NA NA NA NA
1470301200.0 10825.0 95 NA NA NA NA 212 NA NA NA NA 17384 NA NA NA NA 18092 NA NA NA NA
1470301200.0 10826.0 101 NA NA NA NA 218 NA NA NA NA 23113 NA NA NA NA 24341 NA NA NA NA
1470301200.0 109.0 50 76 195 NA NA 166 228 394 NA NA 6689 397 599 NA NA 7089 412 633 NA NA
1470301200.0 11.0 NA 79 201 0 52 NA 238 406 0 159 NA 2142 811 545 33 NA 2194 860 566 54
1470301200.0 11021.0 83 202 0 NA NA 196 341 0 NA NA 2486 1984 0 NA NA 2804 2036 0 NA NA
1470301200.0 11024.0 96 202 0 NA NA 213 344 0 NA NA 16876 3395 0 NA NA 16979 3497 0 NA NA
