Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1469739600.0 1.0 52 71 129 NA NA NA NA NA 162 220 277 NA NA NA NA NA 2122 298 244 NA NA NA NA NA 2209 343 271 NA NA NA NA NA
1469739600.0 10.0 NA 82 192 0 NA NA NA NA NA 239 397 0 NA NA NA NA NA 3561 3104 815 NA NA NA NA NA 3697 3397 882 NA NA NA NA
1469739600.0 1000.0 NA 206 123 0 41 NA NA NA NA 404 269 0 138 NA NA NA NA 2321 511 517 121 NA NA NA NA 2363 579 528 168 NA NA NA
1469739600.0 1001.0 NA 184 166 0 0 0 0 0 NA 375 299 0 0 0 0 0 NA 1745 358 6 61 403 18 599 NA 1817 405 54 69 408 32 613
1469739600.0 1002.0 NA 207 57 NA NA NA NA NA NA 409 140 NA NA NA NA NA NA 1746 140 NA NA NA NA NA NA 1911 155 NA NA NA NA NA
1469739600.0 10021.0 NA 97 221 0 NA NA NA NA NA 263 455 0 NA NA NA NA NA 394 633 303 NA NA NA NA NA 488 751 314 NA NA NA NA
1469739600.0 10023.0 NA 98 218 0 NA NA NA NA NA 264 455 0 NA NA NA NA NA 436 520 300 NA NA NA NA NA 593 1106 424 NA NA NA NA
1469739600.0 10024.0 NA 102 227 0 NA NA NA NA NA 264 455 0 NA NA NA NA NA 438 619 356 NA NA NA NA NA 532 727 386 NA NA NA NA
1469739600.0 10024.1 NA 102 137 0 NA NA NA NA NA 263 318 0 NA NA NA NA NA 406 371 268 NA NA NA NA NA 485 451 298 NA NA NA NA
1469739600.0 10024.2 NA 102 227 0 NA NA NA NA NA 264 454 0 NA NA NA NA NA 423 608 311 NA NA NA NA NA 700 876 321 NA NA NA NA
