Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470690000.0 108.0 89 88 365 NA NA 162 211 470 NA NA 7260 432 854 NA NA 2221 303 591 NA NA
1470690000.0 116.0 90 90 363 NA NA 164 211 458 NA NA 6613 429 689 NA NA 2251 280 526 NA NA
1470690000.0 118.0 91 97 360 NA NA 169 214 464 NA NA 7387 408 675 NA NA 2428 284 499 NA NA
1470690000.0 121.0 88 89 357 NA NA 168 210 439 NA NA 5126 377 584 NA NA 1667 265 503 NA NA
1470690000.0 125.0 88 86 365 NA NA 185 209 458 NA NA 6719 450 559 NA NA 2404 321 473 NA NA
1470690000.0 1301.0 85 161 190 NA NA 161 278 292 NA NA 2668 657 1901 NA NA 1100 571 1909 NA NA
1470690000.0 1303.0 106 189 212 NA NA 176 294 303 NA NA 14455 620 3117 NA NA 4699 517 2495 NA NA
1470690000.0 133.0 94 100 367 NA NA 171 215 465 NA NA 7344 506 707 NA NA 2507 369 495 NA NA
1470690000.0 134.702 NA 38 369 0 NA NA 95 493 0 NA NA 129 6292 263 NA NA 203 2363 289 NA
1470690000.0 134.704 NA 41 369 0 NA NA 93 490 0 NA NA 141 4939 268 NA NA 162 2003 283 NA
1470690000.0 134.707 NA 47 372 0 NA NA 92 482 0 NA NA 127 5215 299 NA NA 167 2075 334 NA
1470690000.0 134.708 NA 38 372 0 NA NA 95 482 0 NA NA 141 5070 291 NA NA 172 1984 324 NA
1470690000.0 134.71 NA 36 364 0 NA NA 87 475 0 NA NA 120 4001 336 NA NA 115 1931 343 NA
1470690000.0 134.801 NA 35 373 0 NA NA 92 482 0 NA NA 144 4111 324 NA NA 143 1830 329 NA
1470690000.0 134.803 NA 38 373 0 NA NA 93 501 0 NA NA 158 6836 259 NA NA 199 2452 270 NA
1470690000.0 134.804 NA 38 385 0 NA NA 94 495 0 NA NA 157 7672 265 NA NA 199 2728 287 NA
1470690000.0 134.805 NA 46 383 0 NA NA 97 506 0 NA NA 213 6963 298 NA NA 214 2630 304 NA
1470690000.0 134.808 NA 87 401 0 NA NA 160 534 0 NA NA 811 10356 366 NA NA 706 3746 373 NA
1470690000.0 134.901 NA 35 366 0 NA NA 92 482 0 NA NA 124 3723 259 NA NA 151 1733 278 NA
1470690000.0 134.903 NA 45 365 0 NA NA 95 475 0 NA NA 158 4699 293 NA NA 166 1931 324 NA
1470690000.0 134.906 NA 36 371 0 NA NA 94 494 0 NA NA 149 5407 273 NA NA 165 2322 281 NA
1470690000.0 134.909 NA 42 372 0 NA NA 94 479 0 NA NA 140 5016 350 NA NA 184 2080 357 NA
1470690000.0 134.91 NA 43 364 0 NA NA 94 480 0 NA NA 168 4405 294 NA NA 173 1924 313 NA
1470690000.0 134.912 NA 41 361 0 NA NA 89 464 0 NA NA 148 3435 374 NA NA 150 1761 386 NA
1470690000.0 135.1 413 0 114 NA NA 529 0 196 NA NA 1078 233 238 NA NA 958 251 244 NA NA
1470690000.0 135.11 434 0 123 NA NA 536 0 197 NA NA 1396 245 310 NA NA 816 253 274 NA NA
1470690000.0 135.3 353 0 102 NA NA 467 0 192 NA NA 798 199 221 NA NA 797 206 234 NA NA
1470690000.0 135.5 389 0 106 NA NA 523 0 189 NA NA 910 231 279 NA NA 698 239 291 NA NA
1470690000.0 135.8 152 NA NA NA NA 246 NA NA NA NA 324 NA NA NA NA 255 NA NA NA NA
1470690000.0 136.721 NA 193 403 0 NA NA 286 526 0 NA NA 3120 7588 527 NA NA 1129 3122 542 NA
1470690000.0 136.723 NA 192 408 0 NA NA 289 533 0 NA NA 3352 9495 600 NA NA 1162 3810 607 NA
