Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470520800.0 10.0 NA 97 369 0 NA NA 195 463 0 NA NA 1802 2070 320 NA NA 678 864 336 NA
1470520800.0 1000.0 NA 336 121 0 47 NA 451 191 0 83 NA 2865 393 340 106 NA 1727 328 351 140
1470520800.0 1003.0 NA 273 0 NA NA NA 384 0 NA NA NA 2573 216 NA NA NA 1223 224 NA NA
1470520800.0 107.0 86 85 354 NA NA 155 205 454 NA NA 4684 333 542 NA NA 1503 228 449 NA NA
1470520800.0 108.0 89 95 360 NA NA 168 210 468 NA NA 7250 508 683 NA NA 2316 375 520 NA NA
1470520800.0 109.0 90 88 356 NA NA 166 216 452 NA NA 5511 365 596 NA NA 1795 300 459 NA NA
1470520800.0 11.0 NA 91 397 0 54 NA 218 479 0 96 NA 1523 843 360 41 NA 618 622 370 44
1470520800.0 111.0 78 84 353 NA NA 156 211 446 NA NA 2822 336 478 NA NA 1156 294 490 NA NA
1470520800.0 112.0 90 87 353 NA NA 159 207 446 NA NA 5697 347 594 NA NA 2148 249 531 NA NA
1470520800.0 113.0 88 84 351 NA NA 156 208 439 NA NA 4929 350 592 NA NA 1693 264 537 NA NA
1470520800.0 114.0 88 87 357 NA NA 175 204 440 NA NA 5088 403 525 NA NA 1637 302 434 NA NA
1470520800.0 115.0 88 85 364 NA NA 155 199 458 NA NA 5974 319 643 NA NA 1923 243 556 NA NA
1470520800.0 116.0 92 87 356 NA NA 159 205 448 NA NA 6176 461 718 NA NA 1874 319 569 NA NA
1470520800.0 117.0 87 86 359 NA NA 156 207 452 NA NA 6427 419 533 NA NA 2007 297 488 NA NA
1470520800.0 119.0 90 88 356 NA NA 162 215 449 NA NA 5278 452 667 NA NA 1786 294 576 NA NA
1470520800.0 121.0 89 87 358 NA NA 169 219 454 NA NA 6446 403 730 NA NA 2031 310 626 NA NA
1470520800.0 125.0 89 91 352 NA NA 174 202 445 NA NA 6916 508 529 NA NA 2292 377 464 NA NA
1470520800.0 1302.0 107 177 205 NA NA 179 281 319 NA NA 10039 659 2143 NA NA 3683 681 2007 NA NA
1470520800.0 132.0 83 88 367 NA NA 152 209 456 NA NA 5677 345 723 NA NA 1902 249 612 NA NA
1470520800.0 133.0 95 90 370 NA NA 171 209 466 NA NA 9412 545 737 NA NA 2740 378 488 NA NA
