Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1469610000.0 1.0 74 75 130 NA NA NA NA NA 154 205 203 NA NA NA NA NA 2191 377 254 NA NA NA NA NA 949 238 235 NA NA NA NA NA
1469610000.0 10.0 NA 100 376 0 NA NA NA NA NA 193 473 0 NA NA NA NA NA 2178 1980 342 NA NA NA NA NA 948 844 350 NA NA NA NA
1469610000.0 1000.0 NA 349 134 0 47 NA NA NA NA 427 192 0 83 NA NA NA NA 1698 409 271 91 NA NA NA NA 828 303 373 103 NA NA NA
1469610000.0 1001.0 NA 317 201 0 0 0 0 0 NA 408 251 0 0 0 0 0 NA 1510 268 4 17 231 14 226 NA 710 247 16 20 235 18 229
1469610000.0 1002.0 NA 335 60 NA NA NA NA NA NA 444 107 NA NA NA NA NA NA 1755 133 NA NA NA NA NA NA 804 107 NA NA NA NA NA
1469610000.0 10021.0 NA 124 399 0 NA NA NA NA NA 250 513 0 NA NA NA NA NA 390 834 223 NA NA NA NA NA 313 714 231 NA NA NA NA
1469610000.0 10023.0 NA 117 394 0 NA NA NA NA NA 247 509 0 NA NA NA NA NA 349 649 204 NA NA NA NA NA 311 639 222 NA NA NA NA
1469610000.0 10024.0 NA 123 408 0 NA NA NA NA NA 254 547 0 NA NA NA NA NA 405 820 227 NA NA NA NA NA 605 697 237 NA NA NA NA
1469610000.0 10024.1 NA 122 240 0 NA NA NA NA NA 253 369 0 NA NA NA NA NA 420 373 194 NA NA NA NA NA 306 321 200 NA NA NA NA
1469610000.0 10024.2 NA 129 403 0 NA NA NA NA NA 247 513 0 NA NA NA NA NA 399 823 228 NA NA NA NA NA 298 680 242 NA NA NA NA
1469610000.0 10024.3 NA 122 225 0 NA NA NA NA NA 257 308 0 NA NA NA NA NA 436 391 168 NA NA NA NA NA 328 339 173 NA NA NA NA
1469610000.0 10024.4 NA 121 403 0 NA NA NA NA NA 250 521 0 NA NA NA NA NA 417 811 222 NA NA NA NA NA 336 685 238 NA NA NA NA
1469610000.0 10024.5 NA 121 219 0 NA NA NA NA NA 248 330 0 NA NA NA NA NA 476 377 184 NA NA NA NA NA 325 295 190 NA NA NA NA
1469610000.0 10025.0 NA 123 397 0 NA NA NA NA NA 254 542 0 NA NA NA NA NA 385 706 216 NA NA NA NA NA 299 645 224 NA NA NA NA
1469610000.0 10026.0 NA 122 404 0 NA NA NA NA NA 250 567 0 NA NA NA NA NA 418 945 224 NA NA NA NA NA 302 720 233 NA NA NA NA
1469610000.0 1003.0 NA 279 0 NA NA NA NA NA NA 375 0 NA NA NA NA NA NA 2681 226 NA NA NA NA NA NA 1102 235 NA NA NA NA NA
1469610000.0 1004.0 NA 365 127 0 0 0 0 NA NA 449 181 0 0 0 0 NA NA 610 117 4 17 249 242 NA NA 487 132 9 20 254 246 NA
1469610000.0 101.0 111 NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA 889 NA NA NA NA NA NA NA 924 NA NA NA NA NA NA NA
1469610000.0 102.0 110 NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA 893 NA NA NA NA NA NA NA 925 NA NA NA NA NA NA NA
