Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470690000.0 10224.0 NA 202 593 0 NA NA 354 791 0 NA NA 2829 5105 352 NA NA 2655 3764 376 NA
1470690000.0 10824.0 139 NA NA NA NA 203 NA NA NA NA 19180 NA NA NA NA 6933 NA NA NA NA
1470690000.0 10825.0 136 NA NA NA NA 207 NA NA NA NA 19156 NA NA NA NA 6602 NA NA NA NA
1470690000.0 10826.0 144 NA NA NA NA 209 NA NA NA NA 30868 NA NA NA NA 10466 NA NA NA NA
1470690000.0 11021.0 99 582 94 NA NA 152 632 143 NA NA 8724 3476 1157 NA NA 3829 2089 1201 NA NA
1470690000.0 11025.0 133 581 101 NA NA 211 636 152 NA NA 20040 3211 1258 NA NA 6827 2170 1220 NA NA
1470690000.0 11026.0 143 599 110 NA NA 209 646 157 NA NA 27396 3037 1095 NA NA 10087 2133 1144 NA NA
1470690000.0 11224.0 132 111 272 0 NA 192 174 334 0 NA 9650 1021 1039 324 NA 3936 1071 861 345 NA
1470690000.0 11225.0 122 109 276 0 NA 197 173 340 0 NA 8812 876 717 287 NA 3669 663 643 297 NA
1470690000.0 1302.0 94 185 186 NA NA 166 297 284 NA NA 12974 698 689 NA NA 3994 488 546 NA NA
1470690000.0 1313.0 NA 206 470 0 NA NA 347 570 0 NA NA 675 2767 1236 NA NA 532 1981 1248 NA
1470690000.0 1315.0 NA 197 449 0 NA NA 318 543 0 NA NA 549 1624 1098 NA NA 441 1620 1147 NA
1470690000.0 1316.0 NA 191 440 0 NA NA 333 549 0 NA NA 592 1588 1082 NA NA 464 1553 1094 NA
1470690000.0 1317.0 NA 185 448 0 NA NA 318 576 0 NA NA 642 1669 1221 NA NA 609 1658 1233 NA
1470690000.0 1319.0 NA 191 442 0 NA NA 307 551 0 NA NA 560 1621 1174 NA NA 440 1620 1189 NA
1470690000.0 1324.0 NA 211 468 0 NA NA 343 573 0 NA NA 770 2290 1338 NA NA 568 2050 1352 NA
1470690000.0 1325.2 NA 215 460 0 NA NA 320 576 0 NA NA 785 2283 1237 NA NA 536 2247 1249 NA
1470690000.0 1326.0 NA 198 452 0 NA NA 328 561 0 NA NA 690 1869 1267 NA NA 503 1855 1292 NA
1470690000.0 1328.0 NA 200 450 0 NA NA 337 575 0 NA NA 659 1847 1071 NA NA 508 1721 1080 NA
1470690000.0 1329.0 NA 197 451 0 NA NA 333 566 0 NA NA 661 1810 1166 NA NA 504 1747 1180 NA
1470690000.0 1330.0 NA 202 444 0 NA NA 297 575 0 NA NA 677 1884 1230 NA NA 514 1802 1246 NA
1470690000.0 1333.0 NA 194 444 0 NA NA 318 577 0 NA NA 558 1602 1147 NA NA 447 1540 1167 NA
1470690000.0 1334.0 NA 204 447 0 NA NA 311 573 0 NA NA 656 1779 1190 NA NA 489 1665 1203 NA
1470690000.0 1335.0 NA 206 454 0 NA NA 313 566 0 NA NA 605 1660 1105 NA NA 458 1604 1116 NA
1470690000.0 1337.0 NA 214 471 0 NA NA 336 573 0 NA NA 949 2781 1333 NA NA 646 2214 1352 NA
1470690000.0 1338.0 NA 201 465 0 NA NA 335 567 0 NA NA 828 2285 1251 NA NA 596 2018 1277 NA
1470690000.0 1339.0 NA 213 459 0 NA NA 314 565 0 NA NA 935 2611 1329 NA NA 620 2086 1353 NA
1470690000.0 134.807 NA 87 403 0 NA NA 157 540 0 NA NA 873 9039 440 NA NA 726 3284 450 NA
1470690000.0 134.907 NA 87 393 0 NA NA 156 484 0 NA NA 548 6099 398 NA NA 474 2635 410 NA
1470690000.0 1341.0 NA 210 467 0 NA NA 338 568 0 NA NA 865 2439 1229 NA NA 559 2013 1240 NA
1470690000.0 1344.0 NA 204 446 0 NA NA 331 565 0 NA NA 667 1801 1157 NA NA 480 1690 1176 NA
1470690000.0 1345.0 NA 203 455 0 NA NA 339 544 0 NA NA 676 1723 1175 NA NA 502 1619 1229 NA
1470690000.0 1347.0 NA 195 448 0 NA NA 333 573 0 NA NA 656 1959 1166 NA NA 477 1865 1179 NA
1470690000.0 1349.0 NA 195 443 0 NA NA 335 553 0 NA NA 665 1965 1191 NA NA 485 1909 1204 NA
1470690000.0 135.1 418 0 108 NA NA 533 0 179 NA NA 1492 297 285 NA NA 928 307 318 NA NA
1470690000.0 135.11 439 0 110 NA NA 549 0 184 NA NA 2045 296 380 NA NA 1164 312 429 NA NA
