Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1470344400.0 1.0 48 62 128 NA NA NA NA NA 92 133 170 NA NA NA NA NA 2925 382 347 NA NA NA NA NA 3065 417 372 NA NA NA NA NA
1470344400.0 10.0 NA 82 198 0 NA NA NA NA NA 152 259 0 NA NA NA NA NA 2403 2191 603 NA NA NA NA NA 2832 2631 2471 NA NA NA NA
1470344400.0 1000.0 NA 208 123 0 38 NA NA NA NA 273 180 0 78 NA NA NA NA 2219 478 505 118 NA NA NA NA 2438 755 588 201 NA NA NA
1470344400.0 1001.0 NA 183 167 0 0 0 0 0 NA 245 216 0 0 0 0 0 NA 1922 410 6 62 718 22 760 NA 2301 584 21 75 753 38 770
1470344400.0 1002.0 NA 206 58 NA NA NA NA NA NA 276 98 NA NA NA NA NA NA 2315 169 NA NA NA NA NA NA 2505 178 NA NA NA NA NA
1470344400.0 10021.0 NA 107 216 0 NA NA NA NA NA 174 309 0 NA NA NA NA NA 479 907 422 NA NA NA NA NA 591 1014 438 NA NA NA NA
1470344400.0 10023.0 NA 99 215 0 NA NA NA NA NA 175 309 0 NA NA NA NA NA 466 638 396 NA NA NA NA NA 574 718 413 NA NA NA NA
1470344400.0 10024.0 NA 102 221 0 NA NA NA NA NA 174 309 0 NA NA NA NA NA 527 827 505 NA NA NA NA NA 586 929 536 NA NA NA NA
1470344400.0 10024.1 NA 102 147 0 NA NA NA NA NA 175 212 0 NA NA NA NA NA 343 325 235 NA NA NA NA NA 397 393 315 NA NA NA NA
1470344400.0 10024.2 NA 101 220 0 NA NA NA NA NA 179 308 0 NA NA NA NA NA 549 916 454 NA NA NA NA NA 1207 1095 527 NA NA NA NA
1470344400.0 10024.3 NA 111 144 0 NA NA NA NA NA 175 208 0 NA NA NA NA NA 340 323 205 NA NA NA NA NA 388 373 212 NA NA NA NA
1470344400.0 10024.4 NA 101 218 0 NA NA NA NA NA 174 308 0 NA NA NA NA NA 524 841 440 NA NA NA NA NA 624 948 471 NA NA NA NA
