Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470560400.0 1.0 47 63 121 NA NA 94 135 171 NA NA 2776 340 275 NA NA 2960 370 293 NA NA
1470560400.0 1002.0 NA 207 58 NA NA NA 275 99 NA NA NA 2213 145 NA NA NA 2608 159 NA NA
1470560400.0 10021.0 NA 98 212 0 NA NA 177 301 0 NA NA 430 764 382 NA NA 1023 1012 415 NA
1470560400.0 10024.0 NA 103 222 0 NA NA 177 302 0 NA NA 459 750 399 NA NA 1030 990 452 NA
1470560400.0 10024.2 NA 102 219 0 NA NA 177 301 0 NA NA 478 823 438 NA NA 861 939 459 NA
1470560400.0 10024.4 NA 103 223 0 NA NA 177 306 0 NA NA 510 861 407 NA NA 774 1094 427 NA
1470560400.0 10025.0 NA 104 222 0 NA NA 177 302 0 NA NA 488 726 441 NA NA 580 1025 487 NA
1470560400.0 10026.0 NA 102 227 0 NA NA 177 301 0 NA NA 518 1028 414 NA NA 595 1130 477 NA
1470560400.0 1003.0 NA 175 0 NA NA NA 237 0 NA NA NA 2884 375 NA NA NA 3335 435 NA NA
1470560400.0 10626.0 84 79 152 0 NA 132 128 200 0 NA 7877 587 604 306 NA 8156 690 713 320 NA
1470560400.0 10821.0 83 NA NA NA NA 126 NA NA NA NA 3225 NA NA NA NA 3298 NA NA NA NA
1470560400.0 11024.0 95 205 82 NA NA 143 254 125 NA NA 12718 2791 1264 NA NA 13470 3044 1343 NA NA
1470560400.0 11025.0 95 203 80 NA NA 142 254 124 NA NA 10232 2731 1121 NA NA 10837 2854 1544 NA NA
1470560400.0 111.0 48 72 189 NA NA 95 143 255 NA NA 2860 338 401 NA NA 2963 373 653 NA NA
1470560400.0 11226.0 89 81 152 0 NA 136 128 200 0 NA 8236 611 582 301 NA 8485 668 692 313 NA
1470560400.0 1301.0 55 136 163 NA NA 102 201 227 NA NA 1332 540 417 NA NA 1950 792 656 NA NA
1470560400.0 1307.0 NA 135 129 42 0 NA 209 203 81 0 NA 523 585 50 658 NA 562 661 63 679
1470560400.0 1308.0 NA 134 131 43 0 NA 213 203 81 0 NA 500 491 50 735 NA 628 672 89 754
1470560400.0 1325.1 NA 163 134 0 NA NA 231 185 0 NA NA 718 404 257 NA NA 837 645 274 NA
1470560400.0 134.0 NA 209 36 0 NA NA 276 71 0 NA NA 2328 8 8 NA NA 2792 39 16 NA
1470560400.0 134.703 NA 46 229 0 NA NA 89 291 0 NA NA 200 8571 759 NA NA 366 8888 786 NA
1470560400.0 134.704 NA 42 220 0 NA NA 85 280 0 NA NA 215 8233 762 NA NA 366 8482 790 NA
1470560400.0 134.709 NA 41 228 0 NA NA 88 298 0 NA NA 174 6267 534 NA NA 348 10390 596 NA
1470560400.0 134.806 NA 40 228 0 NA NA 87 292 0 NA NA 220 8805 624 NA NA 404 12979 763 NA
1470560400.0 134.902 NA 46 217 0 NA NA 90 277 0 NA NA 222 7839 773 NA NA 357 8157 805 NA
1470560400.0 134.906 NA 42 218 0 NA NA 88 280 0 NA NA 236 8448 774 NA NA 265 8772 799 NA
1470560400.0 134.908 NA 88 239 0 NA NA 147 296 0 NA NA 667 7567 813 NA NA 941 7858 841 NA
1470560400.0 135.12 223 0 98 NA NA 302 0 160 NA NA 1342 468 295 NA NA 1634 486 368 NA NA
1470560400.0 135.4 224 0 98 NA NA 301 0 160 NA NA 1451 459 292 NA NA 1626 477 362 NA NA
1470560400.0 135.7 222 0 98 NA NA 300 0 160 NA NA 1308 474 284 NA NA 1484 501 343 NA NA
1470560400.0 1356.0 60 158 252 0 104 105 215 313 0 164 5381 544 852 1156 168 5578 1319 992 1192 213
1470560400.0 136.721 NA 166 241 0 NA NA 223 299 0 NA NA 2938 6642 729 NA NA 3457 7499 745 NA
1470560400.0 136.722 NA 158 257 0 NA NA 230 324 0 NA NA 4155 9186 1173 NA NA 5371 10153 1222 NA
1470560400.0 136.723 NA 154 243 0 NA NA 226 299 0 NA NA 3950 8833 1076 NA NA 5143 9764 1134 NA
1470560400.0 136.725 NA 157 243 0 NA NA 227 301 0 NA NA 3940 9089 1069 NA NA 5125 9905 1146 NA
1470560400.0 136.726 NA 159 246 0 NA NA 227 304 0 NA NA 4408 9570 1057 NA NA 5637 10600 1094 NA
1470560400.0 136.727 NA 182 258 0 NA NA 279 314 0 NA NA 4109 8859 1173 NA NA 5460 9896 1215 NA
1470560400.0 136.729 NA 154 244 0 NA NA 221 301 0 NA NA 3771 9226 1072 NA NA 4777 10142 1144 NA
1470560400.0 136.73 NA 160 260 0 NA NA 225 332 0 NA NA 4094 9284 1164 NA NA 5287 10336 1234 NA
1470560400.0 136.731 NA 159 245 0 NA NA 225 304 0 NA NA 4257 9476 1137 NA NA 5416 10674 1194 NA
1470560400.0 136.734 NA 158 245 0 NA NA 228 304 0 NA NA 4103 9217 1156 NA NA 5377 10158 1192 NA
1470560400.0 1361.0 61 162 236 0 NA 157 214 310 0 NA 5845 725 1016 1466 NA 8354 1029 1447 1575 NA
1470560400.0 1362.0 59 161 241 0 NA 157 213 309 0 NA 6239 603 874 1660 NA 10346 681 1461 1719 NA
1470560400.0 1363.0 60 153 242 0 NA 157 214 310 0 NA 8243 642 1069 1675 NA 12400 898 1187 1747 NA
1470560400.0 13992501.0 NA 197 315 0 NA NA 278 413 0 NA NA 3549 4352 1766 NA NA 7492 7118 1820 NA
1470560400.0 140.2 NA 137 187 0 NA NA 197 248 0 NA NA 281 343 203 NA NA 560 395 214 NA
1470560400.0 144.6 NA 207 NA NA NA NA 272 NA NA NA NA 1537 NA NA NA NA 1760 NA NA NA
1470560400.0 15.0 NA 80 198 0 NA NA 153 256 0 NA NA 1761 847 513 NA NA 2051 976 563 NA
1470560400.0 17.0 NA 79 190 0 NA NA 153 256 0 NA NA 2060 998 518 NA NA 2155 1078 544 NA
1470560400.0 18.0 NA 78 191 0 NA NA 153 256 0 NA NA 2027 821 509 NA NA 2184 873 533 NA
1470560400.0 20.0 NA 83 198 0 NA NA 153 256 0 NA NA 1734 1073 543 NA NA 1990 1206 657 NA
1470560400.0 200.0 NA 88 208 0 NA NA 153 281 0 NA NA 705 1128 586 NA NA 1066 1476 609 NA
1470560400.0 202.0 NA 89 214 0 NA NA 154 285 0 NA NA 655 1228 568 NA NA 1057 1615 607 NA
1470560400.0 205.0 NA 82 203 0 NA NA 154 271 0 NA NA 687 843 481 NA NA 1026 1339 797 NA
1470560400.0 250406.0 229 0 100 NA NA 316 0 162 NA NA 1331 457 323 NA NA 1803 480 391 NA NA
1470560400.0 250408.0 234 0 102 NA NA 320 0 162 NA NA 2069 463 376 NA NA 2388 481 425 NA NA
1470560400.0 25202.0 NA 204 325 0 NA NA 281 410 0 NA NA 3407 4345 1752 NA NA 6662 7378 1984 NA
1470560400.0 25204.0 NA 198 319 0 NA NA 275 415 0 NA NA 3366 3823 1669 NA NA 6885 6676 1750 NA
1470560400.0 25208.0 NA 207 322 0 NA NA 285 419 0 NA NA 3445 5191 1798 NA NA 6732 7793 1848 NA
1470560400.0 25210.0 70 200 310 0 NA 157 269 396 0 NA 2279 1050 1541 1171 NA 4393 2184 2517 1195 NA
1470560400.0 25402.0 267 0 104 NA NA 375 0 161 NA NA 3430 318 258 NA NA 4384 334 382 NA NA
1470560400.0 25408.0 272 0 112 NA NA 378 0 162 NA NA 4764 314 357 NA NA 6234 348 447 NA NA
1470560400.0 280.0 67 72 193 0 NA 168 143 255 0 NA 8944 418 545 551 NA 14275 474 605 581 NA
1470560400.0 36.0 NA 84 201 0 NA NA 153 263 0 NA NA 1832 8166 489 NA NA 1952 8397 509 NA
1470560400.0 4.24 NA 56 213 0 NA NA 98 269 0 NA NA 100 2324 581 NA NA 158 2461 631 NA
1470560400.0 4.28 NA 65 218 0 NA NA 117 273 0 NA NA 107 1552 1001 NA NA 343 1844 1122 NA
1470560400.0 4.51 NA 37 218 0 NA NA 81 277 0 NA NA 166 5971 550 NA NA 342 9784 580 NA
1470560400.0 4.58 NA 52 210 0 NA NA 90 271 0 NA NA 172 6416 803 NA NA 193 6569 877 NA
1470560400.0 4.6 NA 211 0 NA NA NA 303 0 NA NA NA 1587 394 NA NA NA 2301 462 NA NA
1470560400.0 4.63 NA 36 216 0 NA NA 80 275 0 NA NA 184 8392 528 NA NA 358 12340 555 NA
1470560400.0 4001.0 NA 89 214 NA NA NA 154 285 NA NA NA 650 1210 NA NA NA 1063 1589 NA NA
1470560400.0 4002.0 NA 80 192 NA NA NA 153 256 NA NA NA 2145 1521 NA NA NA 2493 1680 NA NA
1470560400.0 4003.0 NA 82 205 NA NA NA 153 255 NA NA NA 1993 1678 NA NA NA 2341 1852 NA NA
1470560400.0 4006.0 42 80 201 NA NA 88 150 272 NA NA 1567 649 932 NA NA 1642 965 1281 NA NA
1470560400.0 4007.0 43 78 194 NA NA 90 150 265 NA NA 621 226 400 NA NA 814 476 501 NA NA
1470560400.0 500199.0 110 NA NA NA NA 168 NA NA NA NA 3773 NA NA NA NA 5208 NA NA NA NA
1470560400.0 50203.0 NA 106 259 0 NA NA 164 346 0 NA NA 1955 3278 828 NA NA 3717 3730 862 NA
1470560400.0 513.0 15 29 0 NA NA 133 67 0 NA NA 8 31 13 NA NA 6781 73 22 NA NA
1470560400.0 515.0 15 37 0 NA NA 133 67 0 NA NA 8 34 13 NA NA 6397 48 20 NA NA
1470560400.0 518.0 15 36 0 NA NA 133 67 0 NA NA 8 31 12 NA NA 6397 45 19 NA NA
1470560400.0 521.0 15 31 0 NA NA 133 67 0 NA NA 9 35 12 NA NA 7968 44 19 NA NA
1470560400.0 525.0 15 29 0 NA NA 133 68 0 NA NA 8 38 12 NA NA 7487 75 19 NA NA
1470560400.0 528.0 15 31 0 NA NA 133 68 0 NA NA 10 36 13 NA NA 5635 94 20 NA NA
1470560400.0 554.0 15 36 0 NA NA 133 67 0 NA NA 10 40 12 NA NA 6008 75 33 NA NA
1470560400.0 6.0 NA 81 190 0 NA NA 153 256 0 NA NA 2080 803 544 NA NA 2144 896 586 NA
1470560400.0 8.0 NA 71 110 40 0 NA 148 170 79 0 NA 1871 410 24 151 NA 2231 532 63 170
