Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470690000.0 10021.0 NA 98 210 0 NA NA 177 301 0 NA NA 479 888 355 NA NA 539 2119 391 NA
1470690000.0 10024.0 NA 103 215 0 NA NA 177 302 0 NA NA 553 881 385 NA NA 622 1188 474 NA
1470690000.0 10024.2 NA 103 219 0 NA NA 177 301 0 NA NA 507 840 455 NA NA 560 1157 490 NA
1470690000.0 10024.4 NA 103 213 0 NA NA 177 300 0 NA NA 506 904 423 NA NA 566 1023 450 NA
1470690000.0 10024.5 NA 108 143 0 NA NA 177 185 0 NA NA 656 533 361 NA NA 726 576 370 NA
1470690000.0 10025.0 NA 102 213 0 NA NA 177 302 0 NA NA 492 795 335 NA NA 552 1972 457 NA
1470690000.0 10026.0 NA 103 227 0 NA NA 177 302 0 NA NA 523 1125 444 NA NA 580 1462 491 NA
1470690000.0 1003.0 NA 185 0 NA NA NA 237 0 NA NA NA 3035 383 NA NA NA 3473 397 NA NA
1470690000.0 10224.0 NA 138 288 0 NA NA 203 386 0 NA NA 3555 4455 615 NA NA 8162 9236 640 NA
1470690000.0 10625.0 83 78 157 0 NA 130 127 196 0 NA 7194 821 632 391 NA 8560 1391 740 407 NA
1470690000.0 108.0 51 78 193 NA NA 97 143 255 NA NA 8250 451 674 NA NA 9165 578 712 NA NA
1470690000.0 11024.0 96 205 83 NA NA 144 254 125 NA NA 13408 2713 1152 NA NA 14249 3693 1210 NA NA
1470690000.0 11025.0 94 205 82 NA NA 142 254 124 NA NA 11025 2835 1151 NA NA 11615 3348 1607 NA NA
1470690000.0 111.0 48 71 190 NA NA 95 143 255 NA NA 2638 316 446 NA NA 2898 516 522 NA NA
1470690000.0 117.0 53 73 199 NA NA 98 143 255 NA NA 9366 440 648 NA NA 10113 469 690 NA NA
1470690000.0 1318.0 NA 162 235 0 NA NA 217 309 0 NA NA 511 966 1597 NA NA 1197 1281 1640 NA
1470690000.0 134.0 NA 205 29 0 NA NA 276 71 0 NA NA 2282 6 8 NA NA 3707 49 71 NA
1470690000.0 134.702 NA 42 231 0 NA NA 84 278 0 NA NA 174 6410 538 NA NA 219 7120 561 NA
1470690000.0 134.704 NA 39 227 0 NA NA 84 280 0 NA NA 301 9010 687 NA NA 432 10246 714 NA
1470690000.0 134.705 NA 47 233 0 NA NA 89 288 0 NA NA 180 6821 562 NA NA 285 7667 606 NA
1470690000.0 135.1 231 0 100 NA NA 305 0 160 NA NA 1210 388 239 NA NA 1999 441 332 NA NA
1470690000.0 135.5 222 0 99 NA NA 300 0 160 NA NA 1231 485 312 NA NA 2226 787 442 NA NA
1470690000.0 1356.0 58 161 252 0 99 105 213 313 0 164 6990 745 1103 1295 243 7948 849 1383 1903 413
1470690000.0 136.721 NA 157 243 0 NA NA 223 300 0 NA NA 3763 8249 921 NA NA 4688 9583 1033 NA
1470690000.0 136.722 NA 159 258 0 NA NA 228 324 0 NA NA 4440 9107 1102 NA NA 5367 10923 1157 NA
1470690000.0 136.723 NA 161 243 0 NA NA 226 300 0 NA NA 4177 8886 990 NA NA 5096 10934 1040 NA
1470690000.0 136.725 NA 165 244 0 NA NA 226 302 0 NA NA 5083 11452 1315 NA NA 5217 11911 1330 NA
1470690000.0 136.726 NA 158 247 0 NA NA 227 304 0 NA NA 4680 9302 1023 NA NA 5651 10801 1134 NA
1470690000.0 136.727 NA 192 258 0 NA NA 279 315 0 NA NA 4374 8670 1053 NA NA 5350 10262 1074 NA
1470690000.0 136.729 NA 160 244 0 NA NA 222 301 0 NA NA 4005 9225 1060 NA NA 4857 10819 1104 NA
1470690000.0 136.73 NA 162 261 0 NA NA 226 331 0 NA NA 4369 9334 1053 NA NA 5286 11041 1151 NA
1470690000.0 136.731 NA 159 247 0 NA NA 225 305 0 NA NA 4515 9263 1109 NA NA 5414 10907 1175 NA
1470690000.0 136.732 NA 162 237 0 NA NA 223 294 0 NA NA 3613 9629 1365 NA NA 4193 10380 1399 NA
1470690000.0 136.7321 NA 159 262 0 NA NA 226 319 0 NA NA 2343 6894 972 NA NA 3280 8228 1117 NA
1470690000.0 136.734 NA 158 246 0 NA NA 227 303 0 NA NA 4346 9167 1059 NA NA 5296 10972 1144 NA
1470690000.0 1361.0 60 158 243 0 NA 157 214 310 0 NA 7648 751 876 1529 NA 10005 985 1958 1663 NA
1470690000.0 1362.0 60 153 241 0 NA 157 214 310 0 NA 6111 677 833 1539 NA 10140 826 1910 1682 NA
1470690000.0 13992502.0 NA 204 309 0 NA NA 277 414 0 NA NA 4046 4953 2051 NA NA 7449 8119 2075 NA
1470690000.0 140.52 NA 199 181 0 NA NA 255 233 0 NA NA 1611 1443 286 NA NA 2148 1541 305 NA
1470690000.0 15.0 NA 76 193 0 NA NA 153 256 0 NA NA 2071 833 465 NA NA 2252 1073 607 NA
1470690000.0 17.0 NA 79 195 0 NA NA 153 256 0 NA NA 1800 950 562 NA NA 2102 1051 577 NA
1470690000.0 18.0 NA 80 195 0 NA NA 153 256 0 NA NA 1730 817 503 NA NA 2053 917 547 NA
1470690000.0 200.0 NA 93 208 0 NA NA 154 281 0 NA NA 698 1211 591 NA NA 1052 1546 624 NA
1470690000.0 205.0 NA 82 202 0 NA NA 154 271 0 NA NA 630 822 536 NA NA 946 2038 620 NA
1470690000.0 25.0 NA 90 210 0 59 NA 152 272 0 98 NA 4377 4422 902 96 NA 4499 4639 1169 163
1470690000.0 250400.0 232 0 106 NA NA 321 0 162 NA NA 2247 484 602 NA NA 3145 505 691 NA NA
1470690000.0 25202.0 NA 206 326 0 NA NA 276 412 0 NA NA 3521 4390 1402 NA NA 6629 7480 1453 NA
1470690000.0 25204.0 NA 197 319 0 NA NA 274 411 0 NA NA 3409 3966 1525 NA NA 6742 6937 1668 NA
1470690000.0 25207.0 NA 198 314 0 NA NA 275 420 0 NA NA 3593 3776 1455 NA NA 6989 6995 1514 NA
1470690000.0 25210.0 70 200 311 0 NA 157 270 393 0 NA 2907 1285 2062 1295 NA 5088 2085 2816 1923 NA
1470690000.0 25402.0 269 0 100 NA NA 372 0 162 NA NA 4695 379 315 NA NA 5234 401 540 NA NA
