Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1469264400.0 1.0 46 63 126 NA NA NA NA NA 93 135 182 NA NA NA NA NA 4460 468 1419 NA NA NA NA NA 4630 486 1586 NA NA NA NA NA
1469264400.0 10.0 NA 82 200 0 NA NA NA NA NA 152 261 0 NA NA NA NA NA 4368 3579 1007 NA NA NA NA NA 4529 4318 1023 NA NA NA NA
1469264400.0 1000.0 NA 212 127 0 45 NA NA NA NA 286 183 0 80 NA NA NA NA 4107 745 710 197 NA NA NA NA 7475 815 728 258 NA NA NA
1469264400.0 1001.0 NA 188 166 0 0 0 0 0 NA 246 218 0 0 0 0 0 NA 3089 969 11 118 1182 63 1119 NA 3145 3531 23 126 1193 86 1145
1469264400.0 1002.0 NA 217 65 NA NA NA NA NA NA 280 101 NA NA NA NA NA NA 1850 114 NA NA NA NA NA NA 24366 920 NA NA NA NA NA
1469264400.0 10021.0 NA 99 233 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 343 1015 340 NA NA NA NA NA 431 1696 364 NA NA NA NA
1469264400.0 10023.0 NA 99 224 0 NA NA NA NA NA 177 321 0 NA NA NA NA NA 611 1978 612 NA NA NA NA NA 680 2124 662 NA NA NA NA
1469264400.0 10024.0 NA 103 230 0 NA NA NA NA NA 177 322 0 NA NA NA NA NA 703 2576 710 NA NA NA NA NA 773 2727 741 NA NA NA NA
1469264400.0 10024.1 NA 108 150 0 NA NA NA NA NA 176 217 0 NA NA NA NA NA 348 346 242 NA NA NA NA NA 6679 31347 952 NA NA NA NA
1469264400.0 10024.2 NA 108 236 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 381 975 340 NA NA NA NA NA 492 1069 350 NA NA NA NA
1469264400.0 10024.3 NA 104 145 0 NA NA NA NA NA 176 213 0 NA NA NA NA NA 349 341 217 NA NA NA NA NA 7007 31392 975 NA NA NA NA
1469264400.0 10024.4 NA 103 241 0 NA NA NA NA NA 176 320 0 NA NA NA NA NA 380 971 326 NA NA NA NA NA 470 1030 336 NA NA NA NA
1469264400.0 10024.5 NA 103 142 0 NA NA NA NA NA 176 213 0 NA NA NA NA NA 357 332 215 NA NA NA NA NA 6708 18918 987 NA NA NA NA
1469264400.0 10025.0 NA 104 233 0 NA NA NA NA NA 177 322 0 NA NA NA NA NA 636 1766 551 NA NA NA NA NA 797 1985 737 NA NA NA NA
1469264400.0 10026.0 NA 103 233 0 NA NA NA NA NA 177 322 0 NA NA NA NA NA 687 2209 625 NA NA NA NA NA 773 2440 686 NA NA NA NA
1469264400.0 1003.0 NA 179 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 2556 266 NA NA NA NA NA NA 2799 301 NA NA NA NA NA
1469264400.0 1004.0 NA 183 131 0 0 0 0 NA NA 242 180 0 0 0 0 NA NA 388 142 5 39 278 265 NA NA 14071 2163 706 1287 1667 1357 NA
1469264400.0 101.0 78 NA NA NA NA NA NA NA 137 NA NA NA NA NA NA NA 1163 NA NA NA NA NA NA NA 1223 NA NA NA NA NA NA NA
1469264400.0 102.0 78 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 768 NA NA NA NA NA NA NA 809 NA NA NA NA NA NA NA
1469264400.0 10225.0 NA 140 301 0 NA NA NA NA NA 203 396 0 NA NA NA NA NA 2586 4108 442 NA NA NA NA NA 12294 11848 493 NA NA NA NA
1469264400.0 103.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 348 81 148 NA NA NA NA NA 377 132 170 NA NA NA NA NA
1469264400.0 105.0 49 72 24 NA NA NA NA NA 93 142 54 NA NA NA NA NA 2056 264 2 NA NA NA NA NA 16117 3915 660 NA NA NA NA NA
1469264400.0 106.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 342 74 195 NA NA NA NA NA 359 98 394 NA NA NA NA NA
1469264400.0 10621.0 71 77 137 0 NA NA NA NA 114 126 182 0 NA NA NA NA 1314 654 527 113 NA NA NA NA 1647 752 575 119 NA NA NA NA
1469264400.0 10624.0 82 79 140 0 NA NA NA NA 130 121 185 0 NA NA NA NA 6297 671 459 205 NA NA NA NA 6646 797 508 218 NA NA NA NA
1469264400.0 10625.0 81 84 147 0 NA NA NA NA 129 133 182 0 NA NA NA NA 5469 538 375 184 NA NA NA NA 5621 592 412 213 NA NA NA NA
1469264400.0 10626.0 83 80 141 0 NA NA NA NA 131 126 186 0 NA NA NA NA 9277 708 551 200 NA NA NA NA 9640 1089 598 208 NA NA NA NA
1469264400.0 107.0 49 70 193 NA NA NA NA NA 94 142 256 NA NA NA NA NA 3668 291 403 NA NA NA NA NA 3916 342 429 NA NA NA NA NA
