Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470646800.0 10021.0 NA 99 217 0 NA NA 176 301 0 NA NA 487 892 405 NA NA 842 1323 456 NA
1470646800.0 10024.0 NA 110 221 0 NA NA 176 308 0 NA NA 499 874 431 NA NA 551 1117 447 NA
1470646800.0 10024.2 NA 106 223 0 NA NA 176 301 0 NA NA 516 839 444 NA NA 597 944 551 NA
1470646800.0 10024.3 NA 105 138 0 NA NA 177 185 0 NA NA 473 438 270 NA NA 527 510 284 NA
1470646800.0 10024.4 NA 104 219 0 NA NA 176 300 0 NA NA 503 852 445 NA NA 566 1300 477 NA
1470646800.0 10024.5 NA 105 135 0 NA NA 177 185 0 NA NA 473 416 315 NA NA 524 478 334 NA
1470646800.0 10025.0 NA 104 219 0 NA NA 176 301 0 NA NA 505 745 397 NA NA 840 1292 460 NA
1470646800.0 10026.0 NA 102 225 0 NA NA 176 301 0 NA NA 538 1045 434 NA NA 623 1194 455 NA
1470646800.0 1003.0 NA 176 0 NA NA NA 236 0 NA NA NA 3336 385 NA NA NA 3443 404 NA NA
1470646800.0 101.0 78 NA NA NA NA 138 NA NA NA NA 1317 NA NA NA NA 1401 NA NA NA NA
1470646800.0 102.0 78 NA NA NA NA 139 NA NA NA NA 893 NA NA NA NA 1013 NA NA NA NA
1470646800.0 10224.0 NA 137 293 0 NA NA 206 386 0 NA NA 2571 2923 333 NA NA 7731 6503 341 NA
1470646800.0 10225.0 NA 138 293 0 NA NA 210 386 0 NA NA 2677 2548 281 NA NA 10496 9436 289 NA
1470646800.0 103.0 35 0 0 NA NA 76 0 0 NA NA 401 78 181 NA NA 457 161 241 NA NA
1470646800.0 106.0 35 0 0 NA NA 76 0 0 NA NA 407 78 182 NA NA 457 160 241 NA NA
1470646800.0 10621.0 74 79 150 0 NA 115 127 195 0 NA 1691 766 823 309 NA 1807 817 918 330 NA
1470646800.0 10624.0 83 84 150 0 NA 131 134 198 0 NA 9436 1361 1200 596 NA 10288 1536 1320 619 NA
1470646800.0 10626.0 86 78 154 0 NA 131 127 200 0 NA 14796 1350 1188 564 NA 16740 2672 1377 583 NA
1470646800.0 108.0 51 81 191 NA NA 98 143 255 NA NA 9404 756 984 NA NA 9587 834 1037 NA NA
1470646800.0 10825.0 95 NA NA NA NA 142 NA NA NA NA 16427 NA NA NA NA 17061 NA NA NA NA
1470646800.0 10826.0 99 NA NA NA NA 148 NA NA NA NA 22670 NA NA NA NA 24084 NA NA NA NA
1470646800.0 110.0 42 73 186 NA NA 87 143 255 NA NA 639 411 427 NA NA 712 515 472 NA NA
1470646800.0 1102.0 NA 84 194 103 64 NA 152 259 156 113 NA 4419 5011 2697 215 NA 4509 7168 2816 221
1470646800.0 11024.0 95 198 83 NA NA 144 254 125 NA NA 13836 3131 1255 NA NA 14474 3583 1349 NA NA
1470646800.0 11025.0 94 203 82 NA NA 142 254 124 NA NA 11085 3135 1282 NA NA 11653 3605 1406 NA NA
1470646800.0 11026.0 103 210 86 NA NA 148 257 127 NA NA 18133 1972 758 NA NA 19116 2004 786 NA NA
1470646800.0 111.0 48 72 189 NA NA 95 143 255 NA NA 2810 296 471 NA NA 2992 519 629 NA NA
1470646800.0 11224.0 88 86 150 0 NA 136 128 198 0 NA 9980 1398 1180 603 NA 10723 1560 1304 629 NA
1470646800.0 11225.0 88 78 150 0 NA 134 127 196 0 NA 8218 1344 995 710 NA 8542 1530 1185 742 NA
1470646800.0 11226.0 90 78 155 0 NA 136 127 200 0 NA 15522 1573 1209 606 NA 16331 6728 1556 625 NA
1470646800.0 115.0 51 75 194 NA NA 98 143 255 NA NA 7999 644 1031 NA NA 8297 724 1092 NA NA
1470646800.0 117.0 52 81 189 NA NA 97 153 255 NA NA 9865 755 956 NA NA 10154 922 1017 NA NA
1470646800.0 118.0 53 75 199 NA NA 98 143 255 NA NA 9862 733 936 NA NA 10282 763 1174 NA NA
1470646800.0 120.0 42 68 185 NA NA 86 143 255 NA NA 516 395 420 NA NA 628 502 463 NA NA
1470646800.0 122.0 44 80 187 NA NA 93 143 255 NA NA 839 229 396 NA NA 963 304 455 NA NA
1470646800.0 123.1 177 NA NA NA NA 244 NA NA NA NA 722 NA NA NA NA 848 NA NA NA NA
1470646800.0 123.2 179 NA NA NA NA 247 NA NA NA NA 791 NA NA NA NA 862 NA NA NA NA
1470646800.0 123.3 164 NA NA NA NA 229 NA NA NA NA 475 NA NA NA NA 574 NA NA NA NA
1470646800.0 124.1 170 NA NA NA NA 239 NA NA NA NA 507 NA NA NA NA 601 NA NA NA NA
1470646800.0 124.2 176 NA NA NA NA 244 NA NA NA NA 722 NA NA NA NA 843 NA NA NA NA
1470646800.0 124.4 170 NA NA NA NA 239 NA NA NA NA 492 NA NA NA NA 581 NA NA NA NA
1470646800.0 124.5 171 NA NA NA NA 239 NA NA NA NA 507 NA NA NA NA 601 NA NA NA NA
1470646800.0 124.6 163 NA NA NA NA 229 NA NA NA NA 492 NA NA NA NA 598 NA NA NA NA
1470646800.0 128.0 41 69 185 NA NA 81 143 255 NA NA 444 370 432 NA NA 506 458 481 NA NA
1470646800.0 129.0 40 68 184 NA NA 82 143 255 NA NA 490 359 429 NA NA 517 385 483 NA NA
1470646800.0 130.0 41 69 185 NA NA 87 143 255 NA NA 606 393 439 NA NA 711 491 498 NA NA
1470646800.0 1303.0 62 140 161 NA NA 107 201 230 NA NA 14678 1007 1357 NA NA 15372 6553 1467 NA NA
