Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 1.0 49 70 115 NA NA NA NA 94 143 166 NA NA NA NA 3014 614 578 NA NA NA NA 3069 648 651 NA NA NA NA
1469916000.0 10.0 NA 75 173 0 NA NA NA NA 140 223 0 NA NA NA NA 2713 3126 754 NA NA NA NA 2881 3266 773 NA NA NA
1469916000.0 1000.0 NA 169 100 0 29 NA NA NA 230 153 0 67 NA NA NA 3598 878 1003 128 NA NA NA 3782 1064 1040 186 NA NA
1469916000.0 1001.0 NA 159 101 0 0 0 0 NA 216 141 0 0 0 0 NA 3370 526 99 139 449 78 NA 3509 625 112 163 501 90
1469916000.0 1002.0 NA 177 53 NA NA NA NA NA 244 93 NA NA NA NA NA 3754 279 NA NA NA NA NA 3959 291 NA NA NA NA
1469916000.0 1003.0 NA 152 0 NA NA NA NA NA 216 0 NA NA NA NA NA 5094 1050 NA NA NA NA NA 5275 1097 NA NA NA NA
1469916000.0 1004.0 NA 158 90 0 0 0 NA NA 223 123 0 0 0 NA NA 972 199 102 111 291 NA NA 1016 220 178 123 305 NA
1469916000.0 101.0 77 NA NA NA NA NA NA 134 NA NA NA NA NA NA 1575 NA NA NA NA NA NA 1615 NA NA NA NA NA NA
1469916000.0 102.0 80 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1181 NA NA NA NA NA NA 1272 NA NA NA NA NA NA
1469916000.0 103.0 44 73 161 NA NA NA NA 88 143 222 NA NA NA NA 1282 395 753 NA NA NA NA 1306 425 824 NA NA NA NA
1469916000.0 105.0 49 71 20 NA NA NA NA 94 143 52 NA NA NA NA 3686 624 5 NA NA NA NA 3784 661 11 NA NA NA NA
1469916000.0 106.0 35 0 0 NA NA NA NA 74 0 0 NA NA NA NA 641 150 355 NA NA NA NA 658 161 387 NA NA NA NA
1469916000.0 107.0 50 74 161 NA NA NA NA 95 143 222 NA NA NA NA 5454 815 890 NA NA NA NA 5544 921 1031 NA NA NA NA
1469916000.0 108.0 54 79 168 NA NA NA NA 98 143 222 NA NA NA NA 6478 485 861 NA NA NA NA 6578 507 899 NA NA NA NA
1469916000.0 109.0 55 87 166 NA NA NA NA 99 143 222 NA NA NA NA 7305 477 895 NA NA NA NA 7516 508 936 NA NA NA NA
1469916000.0 11.0 NA 68 169 0 37 NA NA NA 140 232 0 75 NA NA NA 2832 1632 1004 57 NA NA NA 2933 1699 1034 71 NA NA
1469916000.0 110.0 42 73 160 NA NA NA NA 81 143 222 NA NA NA NA 1055 630 832 NA NA NA NA 1161 660 923 NA NA NA NA
1469916000.0 1102.0 NA 68 173 97 52 NA NA NA 139 222 149 100 NA NA NA 2478 3625 2308 206 NA NA NA 2522 3703 2414 228 NA NA
1469916000.0 111.0 50 74 161 NA NA NA NA 94 143 222 NA NA NA NA 3085 564 826 NA NA NA NA 3155 641 870 NA NA NA NA
1469916000.0 112.0 51 77 162 NA NA NA NA 96 143 222 NA NA NA NA 5175 773 848 NA NA NA NA 5336 858 969 NA NA NA NA
1469916000.0 113.0 51 76 162 NA NA NA NA 96 143 223 NA NA NA NA 5229 717 858 NA NA NA NA 5288 800 951 NA NA NA NA
1469916000.0 114.0 50 74 159 NA NA NA NA 96 143 216 NA NA NA NA 6244 820 884 NA NA NA NA 6433 924 966 NA NA NA NA
1469916000.0 115.0 52 76 166 NA NA NA NA 97 143 222 NA NA NA NA 5037 506 703 NA NA NA NA 5096 531 732 NA NA NA NA
1469916000.0 116.0 54 74 163 NA NA NA NA 97 143 222 NA NA NA NA 5058 504 787 NA NA NA NA 5322 535 832 NA NA NA NA
1469916000.0 117.0 53 76 162 NA NA NA NA 98 143 218 NA NA NA NA 6884 542 853 NA NA NA NA 7090 568 886 NA NA NA NA
1469916000.0 118.0 52 83 163 NA NA NA NA 97 143 222 NA NA NA NA 5311 578 932 NA NA NA NA 5567 601 964 NA NA NA NA
1469916000.0 119.0 51 76 161 NA NA NA NA 96 143 222 NA NA NA NA 5399 743 858 NA NA NA NA 5477 831 954 NA NA NA NA
1469916000.0 12.0 NA 67 167 0 NA NA NA NA 139 222 0 NA NA NA NA 2273 3160 864 NA NA NA NA 2345 3235 883 NA NA NA
1469916000.0 120.0 43 72 159 NA NA NA NA 86 143 213 NA NA NA NA 913 592 792 NA NA NA NA 937 622 882 NA NA NA NA
1469916000.0 121.0 54 75 167 NA NA NA NA 97 143 222 NA NA NA NA 6424 534 787 NA NA NA NA 6530 561 823 NA NA NA NA
1469916000.0 122.0 49 75 163 NA NA NA NA 94 143 222 NA NA NA NA 1896 465 791 NA NA NA NA 1935 496 878 NA NA NA NA
1469916000.0 123.2 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 732 NA NA NA NA NA NA 749 NA NA NA NA NA NA
1469916000.0 123.3 139 NA NA NA NA NA NA 200 NA NA NA NA NA NA 560 NA NA NA NA NA NA 586 NA NA NA NA NA NA
1469916000.0 124.1 146 NA NA NA NA NA NA 200 NA NA NA NA NA NA 496 NA NA NA NA NA NA 532 NA NA NA NA NA NA
1469916000.0 124.2 151 NA NA NA NA NA NA 204 NA NA NA NA NA NA 733 NA NA NA NA NA NA 769 NA NA NA NA NA NA
1469916000.0 124.4 145 NA NA NA NA NA NA 200 NA NA NA NA NA NA 506 NA NA NA NA NA NA 535 NA NA NA NA NA NA
1469916000.0 124.5 148 NA NA NA NA NA NA 200 NA NA NA NA NA NA 629 NA NA NA NA NA NA 661 NA NA NA NA NA NA
1469916000.0 124.6 139 NA NA NA NA NA NA 200 NA NA NA NA NA NA 576 NA NA NA NA NA NA 609 NA NA NA NA NA NA
1469916000.0 125.0 52 83 167 NA NA NA NA 97 143 222 NA NA NA NA 5878 602 758 NA NA NA NA 6513 659 800 NA NA NA NA
1469916000.0 126.0 42 71 160 NA NA NA NA 87 143 214 NA NA NA NA 1871 586 852 NA NA NA NA 1910 605 926 NA NA NA NA
1469916000.0 127.0 42 71 160 NA NA NA NA 86 143 222 NA NA NA NA 2214 602 839 NA NA NA NA 2249 637 922 NA NA NA NA
1469916000.0 128.0 41 72 159 NA NA NA NA 81 143 213 NA NA NA NA 845 617 806 NA NA NA NA 892 653 884 NA NA NA NA
1469916000.0 129.0 42 70 159 NA NA NA NA 85 143 222 NA NA NA NA 857 585 716 NA NA NA NA 878 628 746 NA NA NA NA
1469916000.0 13.0 NA 65 161 0 NA NA NA NA 140 222 0 NA NA NA NA 453 1667 814 NA NA NA NA 496 1730 833 NA NA NA
1469916000.0 130.0 42 70 159 NA NA NA NA 81 143 222 NA NA NA NA 1043 599 779 NA NA NA NA 1123 618 865 NA NA NA NA
1469916000.0 1301.0 56 108 140 NA NA NA NA 101 169 197 NA NA NA NA 2154 822 959 NA NA NA NA 2242 888 1077 NA NA NA NA
1469916000.0 1302.0 62 122 149 NA NA NA NA 107 169 202 NA NA NA NA 7613 778 1016 NA NA NA NA 8301 1129 1114 NA NA NA NA
1469916000.0 1303.0 63 126 149 NA NA NA NA 108 169 204 NA NA NA NA 12826 876 1553 NA NA NA NA 13747 1092 1648 NA NA NA NA
1469916000.0 131.0 44 73 160 NA NA NA NA 88 143 222 NA NA NA NA 2086 616 829 NA NA NA NA 2119 651 918 NA NA NA NA
1469916000.0 1311.0 NA 136 205 0 55 NA NA NA 181 252 0 84 NA NA NA 624 875 1617 135 NA NA NA 711 962 1641 198 NA NA
1469916000.0 132.0 47 75 159 NA NA NA NA 93 143 222 NA NA NA NA 4094 676 935 NA NA NA NA 4171 736 1022 NA NA NA NA
1469916000.0 133.0 54 84 166 NA NA NA NA 99 143 223 NA NA NA NA 8440 506 872 NA NA NA NA 8700 583 928 NA NA NA NA
1469916000.0 134.0 NA 180 29 0 NA NA NA NA 247 66 0 NA NA NA NA 4346 21 14 NA NA NA NA 4543 33 20 NA NA NA
1469916000.0 134.701 NA 97 206 0 NA NA NA NA 147 267 0 NA NA NA NA 1066 5915 1067 NA NA NA NA 1378 6059 1082 NA NA NA
1469916000.0 134.702 NA 95 201 0 NA NA NA NA 145 256 0 NA NA NA NA 1177 7150 947 NA NA NA NA 1442 7255 1001 NA NA NA
1469916000.0 134.703 NA 90 199 0 NA NA NA NA 148 271 0 NA NA NA NA 1276 7879 1102 NA NA NA NA 1743 8494 1135 NA NA NA
1469916000.0 134.704 NA 88 193 0 NA NA NA NA 147 259 0 NA NA NA NA 1208 7431 1113 NA NA NA NA 1658 8137 1127 NA NA NA
1469916000.0 134.705 NA 92 202 0 NA NA NA NA 148 270 0 NA NA NA NA 1363 8434 1086 NA NA NA NA 1737 8560 1112 NA NA NA
1469916000.0 134.706 NA 97 202 0 NA NA NA NA 148 267 0 NA NA NA NA 1469 8628 1193 NA NA NA NA 1565 8836 1221 NA NA NA
1469916000.0 134.801 NA 97 193 0 NA NA NA NA 153 257 0 NA NA NA NA 1118 5700 1046 NA NA NA NA 1387 5896 1064 NA NA NA
1469916000.0 134.802 NA 97 201 0 NA NA NA NA 154 260 0 NA NA NA NA 2238 10243 1098 NA NA NA NA 2500 10431 1115 NA NA NA
1469916000.0 134.803 NA 97 199 0 NA NA NA NA 155 258 0 NA NA NA NA 1957 9114 1090 NA NA NA NA 2073 9281 1126 NA NA NA
1469916000.0 134.804 NA 102 211 0 NA NA NA NA 157 270 0 NA NA NA NA 2199 10049 1017 NA NA NA NA 2550 10284 1049 NA NA NA
1469916000.0 134.805 NA 101 205 0 NA NA NA NA 161 271 0 NA NA NA NA 2343 9996 1026 NA NA NA NA 2805 10253 1055 NA NA NA
1469916000.0 134.806 NA 102 210 0 NA NA NA NA 160 268 0 NA NA NA NA 2753 10958 1061 NA NA NA NA 3154 11149 1089 NA NA NA
1469916000.0 134.807 NA 104 203 0 NA NA NA NA 159 272 0 NA NA NA NA 2458 9856 1112 NA NA NA NA 2583 10081 1128 NA NA NA
1469916000.0 134.808 NA 106 202 0 NA NA NA NA 160 272 0 NA NA NA NA 2208 10199 1094 NA NA NA NA 2312 10381 1119 NA NA NA
1469916000.0 135.1 179 0 93 NA NA NA NA 243 0 137 NA NA NA NA 1407 258 394 NA NA NA NA 2140 275 562 NA NA NA NA
1469916000.0 135.11 187 0 98 NA NA NA NA 250 0 137 NA NA NA NA 1452 254 337 NA NA NA NA 1571 267 404 NA NA NA NA
1469916000.0 135.12 174 0 89 NA NA NA NA 239 0 135 NA NA NA NA 1416 269 387 NA NA NA NA 1611 284 451 NA NA NA NA
1469916000.0 135.2 165 0 86 NA NA NA NA 222 0 133 NA NA NA NA 838 251 274 NA NA NA NA 912 268 374 NA NA NA NA
1469916000.0 135.3 161 0 86 NA NA NA NA 222 0 133 NA NA NA NA 1129 235 325 NA NA NA NA 1266 249 378 NA NA NA NA
1469916000.0 135.4 178 0 97 NA NA NA NA 242 0 137 NA NA NA NA 1330 252 377 NA NA NA NA 1524 275 484 NA NA NA NA
1469916000.0 135.5 181 0 89 NA NA NA NA 240 0 135 NA NA NA NA 991 219 436 NA NA NA NA 1157 237 634 NA NA NA NA
1469916000.0 135.6 178 0 88 NA NA NA NA 242 0 137 NA NA NA NA 1232 262 337 NA NA NA NA 1370 293 440 NA NA NA NA
1469916000.0 135.7 174 0 93 NA NA NA NA 239 0 138 NA NA NA NA 1096 241 342 NA NA NA NA 1853 264 521 NA NA NA NA
1469916000.0 135.8 74 NA NA NA NA NA NA 125 NA NA NA NA NA NA 428 NA NA NA NA NA NA 540 NA NA NA NA NA NA
1469916000.0 135.9 176 0 95 NA NA NA NA 241 0 135 NA NA NA NA 1137 251 358 NA NA NA NA 1285 306 468 NA NA NA NA
1469916000.0 14.0 NA 70 161 0 NA NA NA NA 140 222 0 NA NA NA NA 3066 3120 941 NA NA NA NA 3121 3230 974 NA NA NA
1469916000.0 140.51 NA 25 157 0 NA NA NA NA 65 211 0 NA NA NA NA 797 2286 513 NA NA NA NA 937 2355 544 NA NA NA
1469916000.0 140.52 NA 173 159 0 NA NA NA NA 231 214 0 NA NA NA NA 3040 2402 494 NA NA NA NA 3218 2518 509 NA NA NA
1469916000.0 140.53 NA 193 0 NA NA NA NA NA 260 0 NA NA NA NA NA 6026 538 NA NA NA NA NA 6312 562 NA NA NA NA
1469916000.0 144.6 NA 160 NA NA NA NA NA NA 227 NA NA NA NA NA NA 733 NA NA NA NA NA NA 840 NA NA NA NA NA
1469916000.0 145.0 NA 169 234 0 NA NA NA NA 230 286 0 NA NA NA NA 1832 1651 473 NA NA NA NA 1952 1855 489 NA NA NA
1469916000.0 15.0 NA 62 159 0 NA NA NA NA 140 222 0 NA NA NA NA 2546 1507 840 NA NA NA NA 2693 1595 884 NA NA NA
1469916000.0 16.0 NA 67 164 0 NA NA NA NA 139 222 0 NA NA NA NA 2041 1627 665 NA NA NA NA 2252 1778 682 NA NA NA
1469916000.0 17.0 NA 61 157 0 NA NA NA NA 140 214 0 NA NA NA NA 2543 1724 838 NA NA NA NA 2667 1832 877 NA NA NA
1469916000.0 18.0 NA 62 157 0 NA NA NA NA 140 214 0 NA NA NA NA 2538 1380 849 NA NA NA NA 2699 1474 892 NA NA NA
1469916000.0 19.0 NA 61 159 0 NA NA NA NA 140 214 0 NA NA NA NA 2514 1495 862 NA NA NA NA 2642 1594 927 NA NA NA
1469916000.0 2.0 54 75 119 NA NA NA NA 97 143 167 NA NA NA NA 7032 544 673 NA NA NA NA 7117 571 697 NA NA NA NA
1469916000.0 20.0 NA 69 159 0 NA NA NA NA 140 222 0 NA NA NA NA 2817 2115 854 NA NA NA NA 2946 2230 894 NA NA NA
1469916000.0 200.0 NA 72 177 0 NA NA NA NA 140 241 0 NA NA NA NA 997 1769 916 NA NA NA NA 1426 2123 951 NA NA NA
1469916000.0 202.0 NA 75 180 0 NA NA NA NA 140 243 0 NA NA NA NA 1070 2135 988 NA NA NA NA 1483 2505 1040 NA NA NA
1469916000.0 203.0 NA 75 173 0 NA NA NA NA 140 240 0 NA NA NA NA 927 1696 851 NA NA NA NA 1278 2119 873 NA NA NA
1469916000.0 205.0 NA 73 176 0 NA NA NA NA 140 240 0 NA NA NA NA 841 1421 764 NA NA NA NA 1278 1803 787 NA NA NA
1469916000.0 21.0 NA 69 158 0 NA NA NA NA 140 222 0 NA NA NA NA 2918 2477 861 NA NA NA NA 3035 2589 944 NA NA NA
1469916000.0 22.0 NA 65 164 0 NA NA NA NA 139 222 0 NA NA NA NA 2134 2577 664 NA NA NA NA 2166 2701 689 NA NA NA
1469916000.0 23.0 NA 68 164 0 NA NA NA NA 139 222 0 NA NA NA NA 2359 2333 797 NA NA NA NA 2459 2373 821 NA NA NA
1469916000.0 24.0 NA 77 166 0 NA NA NA NA 139 222 0 NA NA NA NA 2545 3292 836 NA NA NA NA 2587 3589 863 NA NA NA
1469916000.0 25.0 NA 73 180 0 45 NA NA NA 139 228 0 82 NA NA NA 2496 3615 725 83 NA NA NA 2531 3700 747 122 NA NA
1469916000.0 250199.0 122 NA NA NA NA NA NA 182 NA NA NA NA NA NA 4256 NA NA NA NA NA NA 7787 NA NA NA NA NA NA
1469916000.0 250200.1 62 160 150 NA NA NA NA 105 219 217 NA NA NA NA 5930 1764 2486 NA NA NA NA 6843 2087 2613 NA NA NA NA
1469916000.0 250399.0 101 NA NA NA NA NA NA 181 NA NA NA NA NA NA 1700 NA NA NA NA NA NA 2008 NA NA NA NA NA NA
1469916000.0 250400.0 185 0 90 NA NA NA NA 259 0 138 NA NA NA NA 2150 255 774 NA NA NA NA 2361 267 877 NA NA NA NA
1469916000.0 250402.0 185 0 90 NA NA NA NA 260 0 137 NA NA NA NA 2336 275 757 NA NA NA NA 2668 288 880 NA NA NA NA
1469916000.0 250403.0 182 0 98 NA NA NA NA 256 0 138 NA NA NA NA 1650 216 527 NA NA NA NA 2334 236 601 NA NA NA NA
1469916000.0 250405.0 182 0 91 NA NA NA NA 259 0 138 NA NA NA NA 1987 265 805 NA NA NA NA 2157 274 891 NA NA NA NA
1469916000.0 250406.0 183 0 89 NA NA NA NA 259 0 137 NA NA NA NA 1695 267 603 NA NA NA NA 1831 282 670 NA NA NA NA
1469916000.0 250407.0 167 0 91 NA NA NA NA 242 0 139 NA NA NA NA 1753 262 651 NA NA NA NA 1929 401 707 NA NA NA NA
1469916000.0 250408.0 192 0 90 NA NA NA NA 269 0 139 NA NA NA NA 2655 278 1008 NA NA NA NA 2863 288 1086 NA NA NA NA
1469916000.0 250409.0 191 0 90 NA NA NA NA 262 0 139 NA NA NA NA 1620 231 631 NA NA NA NA 1786 250 757 NA NA NA NA
1469916000.0 25400.0 216 0 92 NA NA NA NA 300 0 141 NA NA NA NA 4101 193 377 NA NA NA NA 6455 199 412 NA NA NA NA
1469916000.0 25402.0 223 0 100 NA NA NA NA 306 0 142 NA NA NA NA 4283 196 458 NA NA NA NA 6194 202 497 NA NA NA NA
1469916000.0 25403.0 210 0 89 NA NA NA NA 295 0 138 NA NA NA NA 5384 329 813 NA NA NA NA 7768 354 892 NA NA NA NA
1469916000.0 25405.0 211 0 91 NA NA NA NA 297 0 140 NA NA NA NA 3784 190 389 NA NA NA NA 6063 197 430 NA NA NA NA
1469916000.0 25406.0 215 0 91 NA NA NA NA 295 0 138 NA NA NA NA 3929 252 545 NA NA NA NA 5570 272 614 NA NA NA NA
1469916000.0 25407.0 197 0 100 NA NA NA NA 276 0 139 NA NA NA NA 4626 198 366 NA NA NA NA 5044 205 394 NA NA NA NA
1469916000.0 25408.0 220 0 92 NA NA NA NA 307 0 139 NA NA NA NA 7023 275 557 NA NA NA NA 8058 282 595 NA NA NA NA
1469916000.0 25409.0 215 0 90 NA NA NA NA 299 0 138 NA NA NA NA 5576 323 857 NA NA NA NA 7016 349 947 NA NA NA NA
1469916000.0 26.0 NA 67 167 0 NA NA NA NA 139 224 0 NA NA NA NA 2222 2007 805 NA NA NA NA 2289 2181 856 NA NA NA
1469916000.0 27.0 NA 69 162 0 NA NA NA NA 140 222 0 NA NA NA NA 2938 2391 762 NA NA NA NA 3068 2481 783 NA NA NA
1469916000.0 28.0 NA 75 172 0 NA NA NA NA 139 222 0 NA NA NA NA 2670 2903 800 NA NA NA NA 2745 3051 819 NA NA NA
1469916000.0 280.0 89 76 165 0 NA NA NA 167 143 222 0 NA NA NA 6676 483 796 774 NA NA NA 6757 518 858 799 NA NA NA
1469916000.0 29.0 NA 66 171 0 NA NA NA NA 139 225 0 NA NA NA NA 2258 2160 796 NA NA NA NA 2290 2344 844 NA NA NA
1469916000.0 3.0 54 82 118 NA NA NA NA 99 142 167 NA NA NA NA 11509 412 978 NA NA NA NA 11939 502 1006 NA NA NA NA
1469916000.0 30.0 NA 67 165 0 NA NA NA NA 140 222 0 NA NA NA NA 3070 1769 552 NA NA NA NA 3156 1787 562 NA NA NA
1469916000.0 300.0 77 180 283 0 NA NA NA 131 257 353 0 NA NA NA 3586 1764 2898 536 NA NA NA 3840 1839 3023 592 NA NA NA
1469916000.0 301.0 77 182 284 0 NA NA NA 134 257 354 0 NA NA NA 4632 1630 2671 490 NA NA NA 5157 2132 3003 506 NA NA NA
1469916000.0 302.0 77 183 280 0 NA NA NA 130 259 353 0 NA NA NA 2807 1624 2773 542 NA NA NA 3061 1731 2896 559 NA NA NA
