Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469311200.0 1.0 52 68 120 NA NA NA NA 97 143 170 NA NA NA NA 2201 468 449 NA NA NA NA 2328 615 663 NA NA NA NA
1469311200.0 10.0 NA 67 174 0 NA NA NA NA 140 229 0 NA NA NA NA 1710 2140 661 NA NA NA NA 1740 2177 682 NA NA NA
1469311200.0 1000.0 NA 172 97 0 36 NA NA NA 239 153 0 66 NA NA NA 4578 1326 954 320 NA NA NA 4642 1456 981 352 NA NA
1469311200.0 1001.0 NA 163 170 0 0 0 0 NA 220 202 0 0 0 0 NA 4039 1244 118 110 1546 293 NA 4120 1275 122 113 1565 320
1469311200.0 1002.0 NA 181 53 NA NA NA NA NA 248 93 NA NA NA NA NA 2637 215 NA NA NA NA NA 2777 315 NA NA NA NA
1469311200.0 1003.0 NA 156 0 NA NA NA NA NA 218 0 NA NA NA NA NA 3757 595 NA NA NA NA NA 3887 615 NA NA NA NA
1469311200.0 101.0 84 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1809 NA NA NA NA NA NA 1845 NA NA NA NA NA NA
1469311200.0 102.0 82 NA NA NA NA NA NA 135 NA NA NA NA NA NA 751 NA NA NA NA NA NA 790 NA NA NA NA NA NA
1469311200.0 103.0 47 80 171 NA NA NA NA 91 143 224 NA NA NA NA 1031 282 600 NA NA NA NA 1051 296 620 NA NA NA NA
1469311200.0 105.0 51 71 23 NA NA NA NA 97 143 53 NA NA NA NA 2286 478 6 NA NA NA NA 2394 494 9 NA NA NA NA
1469311200.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 537 109 240 NA NA NA NA 587 115 257 NA NA NA NA
1469311200.0 107.0 54 72 175 NA NA NA NA 97 143 227 NA NA NA NA 4701 553 696 NA NA NA NA 4986 574 715 NA NA NA NA
1469311200.0 108.0 55 82 172 NA NA NA NA 100 143 228 NA NA NA NA 4596 363 671 NA NA NA NA 4627 381 696 NA NA NA NA
1469311200.0 109.0 54 75 170 NA NA NA NA 100 143 228 NA NA NA NA 5318 376 749 NA NA NA NA 5489 396 781 NA NA NA NA
1469311200.0 11.0 NA 64 179 0 46 NA NA NA 139 237 0 76 NA NA NA 3552 1850 1536 111 NA NA NA 3604 1906 1574 125 NA NA
1469311200.0 110.0 46 78 167 NA NA NA NA 88 143 226 NA NA NA NA 761 428 776 NA NA NA NA 813 475 881 NA NA NA NA
