Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 1.0 51 69 119 NA NA NA NA 97 143 168 NA NA NA NA 2043 406 442 NA NA NA NA 2356 510 466 NA NA NA NA
1469916000.0 10.0 NA 75 172 0 NA NA NA NA 140 229 0 NA NA NA NA 2348 2728 819 NA NA NA NA 2470 2762 838 NA NA NA
1469916000.0 1000.0 NA 175 101 0 36 NA NA NA 239 153 0 66 NA NA NA 4172 1038 914 297 NA NA NA 4230 1157 940 491 NA NA
1469916000.0 1001.0 NA 167 170 0 0 0 0 NA 222 202 0 0 0 0 NA 2493 502 114 95 1135 59 NA 2565 1223 119 99 1177 69
1469916000.0 1002.0 NA 181 62 NA NA NA NA NA 248 93 NA NA NA NA NA 2442 205 NA NA NA NA NA 2491 227 NA NA NA NA
1469916000.0 1003.0 NA 155 0 NA NA NA NA NA 221 0 NA NA NA NA NA 3356 561 NA NA NA NA NA 3544 821 NA NA NA NA
1469916000.0 101.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1423 NA NA NA NA NA NA 1473 NA NA NA NA NA NA
1469916000.0 102.0 79 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1515 NA NA NA NA NA NA 1536 NA NA NA NA NA NA
1469916000.0 103.0 46 79 166 NA NA NA NA 90 143 224 NA NA NA NA 943 318 598 NA NA NA NA 967 332 659 NA NA NA NA
1469916000.0 105.0 51 70 24 NA NA NA NA 97 143 53 NA NA NA NA 2356 436 5 NA NA NA NA 2513 460 9 NA NA NA NA
1469916000.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 537 111 253 NA NA NA NA 553 117 269 NA NA NA NA
1469916000.0 107.0 52 71 170 NA NA NA NA 97 143 227 NA NA NA NA 4300 515 802 NA NA NA NA 4371 535 827 NA NA NA NA
1469916000.0 108.0 55 74 177 NA NA NA NA 100 143 228 NA NA NA NA 5916 471 847 NA NA NA NA 6020 495 879 NA NA NA NA
1469916000.0 109.0 56 76 173 NA NA NA NA 100 143 228 NA NA NA NA 9688 752 1507 NA NA NA NA 9825 774 1549 NA NA NA NA
1469916000.0 110.0 43 71 168 NA NA NA NA 88 143 226 NA NA NA NA 698 403 576 NA NA NA NA 727 424 602 NA NA NA NA
1469916000.0 1102.0 NA 67 176 100 59 NA NA NA 139 230 154 100 NA NA NA 2463 3597 2250 205 NA NA NA 2500 3668 2282 215 NA NA
1469916000.0 111.0 51 81 173 NA NA NA NA 96 143 225 NA NA NA NA 2382 394 626 NA NA NA NA 2634 413 665 NA NA NA NA
1469916000.0 112.0 52 78 172 NA NA NA NA 98 143 227 NA NA NA NA 3462 447 639 NA NA NA NA 3580 590 681 NA NA NA NA
1469916000.0 113.0 53 71 173 NA NA NA NA 98 144 227 NA NA NA NA 3716 468 659 NA NA NA NA 3812 487 683 NA NA NA NA
1469916000.0 114.0 53 83 170 NA NA NA NA 98 143 227 NA NA NA NA 3853 487 757 NA NA NA NA 4169 505 793 NA NA NA NA
1469916000.0 115.0 55 83 171 NA NA NA NA 99 143 227 NA NA NA NA 6137 482 809 NA NA NA NA 6410 511 840 NA NA NA NA
1469916000.0 116.0 53 74 170 NA NA NA NA 99 143 227 NA NA NA NA 6338 733 1202 NA NA NA NA 6398 754 1258 NA NA NA NA
1469916000.0 117.0 56 75 172 NA NA NA NA 100 143 227 NA NA NA NA 6771 479 813 NA NA NA NA 6907 499 848 NA NA NA NA
1469916000.0 118.0 55 76 170 NA NA NA NA 99 143 226 NA NA NA NA 7419 750 1267 NA NA NA NA 7597 773 1302 NA NA NA NA
1469916000.0 119.0 51 74 172 NA NA NA NA 97 143 227 NA NA NA NA 3880 437 671 NA NA NA NA 4011 453 769 NA NA NA NA
1469916000.0 120.0 44 70 167 NA NA NA NA 87 143 226 NA NA NA NA 604 409 557 NA NA NA NA 618 436 584 NA NA NA NA
1469916000.0 121.0 54 75 175 NA NA NA NA 99 143 227 NA NA NA NA 6428 490 852 NA NA NA NA 6512 507 881 NA NA NA NA
1469916000.0 122.0 51 76 172 NA NA NA NA 96 143 227 NA NA NA NA 1434 338 560 NA NA NA NA 1483 476 626 NA NA NA NA
1469916000.0 123.1 154 NA NA NA NA NA NA 213 NA NA NA NA NA NA 764 NA NA NA NA NA NA 832 NA NA NA NA NA NA
1469916000.0 123.2 155 NA NA NA NA NA NA 215 NA NA NA NA NA NA 876 NA NA NA NA NA NA 982 NA NA NA NA NA NA
1469916000.0 123.3 141 NA NA NA NA NA NA 202 NA NA NA NA NA NA 643 NA NA NA NA NA NA 676 NA NA NA NA NA NA
1469916000.0 124.1 149 NA NA NA NA NA NA 205 NA NA NA NA NA NA 639 NA NA NA NA NA NA 768 NA NA NA NA NA NA
1469916000.0 124.2 154 NA NA NA NA NA NA 213 NA NA NA NA NA NA 747 NA NA NA NA NA NA 787 NA NA NA NA NA NA
1469916000.0 124.4 149 NA NA NA NA NA NA 205 NA NA NA NA NA NA 603 NA NA NA NA NA NA 758 NA NA NA NA NA NA
1469916000.0 124.5 148 NA NA NA NA NA NA 205 NA NA NA NA NA NA 591 NA NA NA NA NA NA 645 NA NA NA NA NA NA
1469916000.0 124.6 141 NA NA NA NA NA NA 202 NA NA NA NA NA NA 610 NA NA NA NA NA NA 637 NA NA NA NA NA NA
1469916000.0 125.0 54 75 169 NA NA NA NA 99 144 227 NA NA NA NA 6939 758 1112 NA NA NA NA 7057 880 1150 NA NA NA NA
1469916000.0 126.0 44 72 167 NA NA NA NA 84 143 226 NA NA NA NA 1276 395 614 NA NA NA NA 1289 413 634 NA NA NA NA
1469916000.0 127.0 44 71 168 NA NA NA NA 88 143 226 NA NA NA NA 1554 422 637 NA NA NA NA 1570 437 902 NA NA NA NA
1469916000.0 128.0 43 72 168 NA NA NA NA 83 143 226 NA NA NA NA 564 412 553 NA NA NA NA 599 438 578 NA NA NA NA
1469916000.0 129.0 44 70 168 NA NA NA NA 83 143 226 NA NA NA NA 586 390 558 NA NA NA NA 608 406 595 NA NA NA NA
1469916000.0 13.0 NA 64 169 0 NA NA NA NA 139 227 0 NA NA NA NA 316 1182 706 NA NA NA NA 357 1223 729 NA NA NA
1469916000.0 130.0 44 70 173 NA NA NA NA 88 143 226 NA NA NA NA 687 384 564 NA NA NA NA 715 397 656 NA NA NA NA
1469916000.0 1301.0 58 111 148 NA NA NA NA 103 171 206 NA NA NA NA 1528 584 663 NA NA NA NA 1791 658 725 NA NA NA NA
1469916000.0 1302.0 62 129 151 NA NA NA NA 108 171 209 NA NA NA NA 6998 722 926 NA NA NA NA 7381 781 1007 NA NA NA NA
1469916000.0 1303.0 64 128 155 NA NA NA NA 109 171 214 NA NA NA NA 11430 820 1422 NA NA NA NA 12297 1011 1486 NA NA NA NA
1469916000.0 131.0 51 70 168 NA NA NA NA 89 143 226 NA NA NA NA 1443 404 587 NA NA NA NA 1647 437 613 NA NA NA NA
1469916000.0 1311.0 NA 126 200 0 54 NA NA NA 181 259 0 85 NA NA NA 1042 1612 2308 238 NA NA NA 1459 1812 2346 314 NA NA
1469916000.0 132.0 51 80 172 NA NA NA NA 95 143 226 NA NA NA NA 2972 436 666 NA NA NA NA 3267 462 743 NA NA NA NA
1469916000.0 133.0 54 74 173 NA NA NA NA 100 143 229 NA NA NA NA 10908 807 1405 NA NA NA NA 11036 856 1439 NA NA NA NA
1469916000.0 134.0 NA 180 29 0 NA NA NA NA 249 66 0 NA NA NA NA 2866 12 11 NA NA NA NA 2976 17 15 NA NA NA
1469916000.0 134.702 NA 103 197 0 NA NA NA NA 162 263 0 NA NA NA NA 1858 7167 837 NA NA NA NA 2161 7428 849 NA NA NA
1469916000.0 134.703 NA 104 218 0 NA NA NA NA 163 271 0 NA NA NA NA 1862 6599 779 NA NA NA NA 2267 6721 797 NA NA NA
1469916000.0 134.704 NA 106 201 0 NA NA NA NA 163 264 0 NA NA NA NA 1608 6552 860 NA NA NA NA 2150 6822 884 NA NA NA
1469916000.0 134.705 NA 105 206 0 NA NA NA NA 165 271 0 NA NA NA NA 1936 7495 877 NA NA NA NA 2211 7763 905 NA NA NA
1469916000.0 134.706 NA 101 205 0 NA NA NA NA 162 269 0 NA NA NA NA 2273 7648 945 NA NA NA NA 2534 8603 961 NA NA NA
1469916000.0 134.707 NA 109 198 0 NA NA NA NA 164 261 0 NA NA NA NA 1787 6661 813 NA NA NA NA 2296 6905 830 NA NA NA
1469916000.0 134.708 NA 102 200 0 NA NA NA NA 166 264 0 NA NA NA NA 1823 6293 849 NA NA NA NA 2432 6495 874 NA NA NA
1469916000.0 134.709 NA 101 213 0 NA NA NA NA 161 288 0 NA NA NA NA 2950 12891 1241 NA NA NA NA 3599 13211 1290 NA NA NA
1469916000.0 134.71 NA 100 195 0 NA NA NA NA 157 258 0 NA NA NA NA 1936 7725 1247 NA NA NA NA 2507 8241 1267 NA NA NA
1469916000.0 134.801 NA 103 202 0 NA NA NA NA 166 262 0 NA NA NA NA 1426 4953 783 NA NA NA NA 1668 5105 801 NA NA NA
1469916000.0 134.802 NA 108 201 0 NA NA NA NA 168 267 0 NA NA NA NA 2691 9454 863 NA NA NA NA 3099 10568 921 NA NA NA
1469916000.0 134.803 NA 111 201 0 NA NA NA NA 169 267 0 NA NA NA NA 2292 8357 841 NA NA NA NA 2401 10471 890 NA NA NA
1469916000.0 134.804 NA 108 216 0 NA NA NA NA 168 277 0 NA NA NA NA 2491 8906 811 NA NA NA NA 2614 9035 831 NA NA NA
1469916000.0 134.805 NA 111 207 0 NA NA NA NA 172 273 0 NA NA NA NA 2891 9381 875 NA NA NA NA 3359 10556 936 NA NA NA
1469916000.0 134.806 NA 113 210 0 NA NA NA NA 169 276 0 NA NA NA NA 3267 10252 876 NA NA NA NA 3748 10940 930 NA NA NA
1469916000.0 134.807 NA 136 217 0 NA NA NA NA 207 286 0 NA NA NA NA 3575 9765 982 NA NA NA NA 4065 12066 998 NA NA NA
1469916000.0 134.808 NA 133 217 0 NA NA NA NA 205 287 0 NA NA NA NA 3385 9850 888 NA NA NA NA 3814 12197 903 NA NA NA
1469916000.0 134.809 NA 110 198 0 NA NA NA NA 169 266 0 NA NA NA NA 2722 8779 875 NA NA NA NA 3134 9976 939 NA NA NA
1469916000.0 134.81 NA 105 205 0 NA NA NA NA 166 268 0 NA NA NA NA 2507 8746 885 NA NA NA NA 4205 11408 959 NA NA NA
1469916000.0 134.811 NA 113 206 0 NA NA NA NA 172 271 0 NA NA NA NA 2719 9453 871 NA NA NA NA 3112 10550 935 NA NA NA
1469916000.0 134.812 NA 105 204 0 NA NA NA NA 164 261 0 NA NA NA NA 1309 4644 742 NA NA NA NA 1366 4919 756 NA NA NA
1469916000.0 134.901 NA 109 201 0 NA NA NA NA 166 263 0 NA NA NA NA 1535 5035 781 NA NA NA NA 1651 5165 794 NA NA NA
1469916000.0 134.902 NA 107 200 0 NA NA NA NA 168 264 0 NA NA NA NA 2024 6449 810 NA NA NA NA 2598 6642 826 NA NA NA
1469916000.0 134.903 NA 106 203 0 NA NA NA NA 168 261 0 NA NA NA NA 1842 5889 834 NA NA NA NA 1948 6009 860 NA NA NA
1469916000.0 134.904 NA 110 202 0 NA NA NA NA 172 265 0 NA NA NA NA 2556 7597 834 NA NA NA NA 3015 7927 845 NA NA NA
1469916000.0 134.905 NA 106 203 0 NA NA NA NA 168 263 0 NA NA NA NA 1845 5805 816 NA NA NA NA 1956 5955 842 NA NA NA
1469916000.0 134.906 NA 110 202 0 NA NA NA NA 168 265 0 NA NA NA NA 2443 7171 817 NA NA NA NA 2739 7440 830 NA NA NA
1469916000.0 134.907 NA 130 213 0 NA NA NA NA 210 279 0 NA NA NA NA 2875 6977 912 NA NA NA NA 3041 9652 932 NA NA NA
1469916000.0 134.908 NA 132 218 0 NA NA NA NA 210 281 0 NA NA NA NA 2765 6996 902 NA NA NA NA 3165 9683 922 NA NA NA
1469916000.0 134.909 NA 105 203 0 NA NA NA NA 169 262 0 NA NA NA NA 3471 11365 1261 NA NA NA NA 3917 11594 1289 NA NA NA
1469916000.0 134.91 NA 109 202 0 NA NA NA NA 168 261 0 NA NA NA NA 1769 5609 824 NA NA NA NA 1942 6066 846 NA NA NA
1469916000.0 134.911 NA 108 202 0 NA NA NA NA 172 262 0 NA NA NA NA 2020 6135 825 NA NA NA NA 2582 6330 854 NA NA NA
1469916000.0 134.912 NA 100 197 0 NA NA NA NA 163 256 0 NA NA NA NA 1345 4461 831 NA NA NA NA 1575 4631 859 NA NA NA
1469916000.0 135.1 186 0 91 NA NA NA NA 247 0 142 NA NA NA NA 1835 360 614 NA NA NA NA 1971 380 720 NA NA NA NA
1469916000.0 135.11 187 0 91 NA NA NA NA 253 0 143 NA NA NA NA 1580 310 511 NA NA NA NA 1785 324 622 NA NA NA NA
1469916000.0 135.12 178 0 92 NA NA NA NA 247 0 142 NA NA NA NA 993 231 305 NA NA NA NA 1486 258 363 NA NA NA NA
1469916000.0 135.2 170 0 87 NA NA NA NA 229 0 142 NA NA NA NA 1224 290 479 NA NA NA NA 1684 306 554 NA NA NA NA
1469916000.0 135.3 171 0 86 NA NA NA NA 229 0 142 NA NA NA NA 1300 294 481 NA NA NA NA 1410 312 622 NA NA NA NA
1469916000.0 135.4 184 0 90 NA NA NA NA 246 0 142 NA NA NA NA 1612 345 596 NA NA NA NA 1907 374 855 NA NA NA NA
1469916000.0 135.5 178 0 90 NA NA NA NA 245 0 142 NA NA NA NA 1559 342 547 NA NA NA NA 1706 355 657 NA NA NA NA
1469916000.0 135.6 178 0 92 NA NA NA NA 247 0 142 NA NA NA NA 1030 238 336 NA NA NA NA 1458 259 393 NA NA NA NA
1469916000.0 135.7 179 0 93 NA NA NA NA 246 0 142 NA NA NA NA 1480 339 490 NA NA NA NA 1725 359 534 NA NA NA NA
1469916000.0 135.8 75 NA NA NA NA NA NA 128 NA NA NA NA NA NA 329 NA NA NA NA NA NA 619 NA NA NA NA NA NA
1469916000.0 135.9 184 0 91 NA NA NA NA 247 0 142 NA NA NA NA 1463 337 525 NA NA NA NA 1562 360 638 NA NA NA NA
1469916000.0 14.0 NA 67 172 0 NA NA NA NA 139 227 0 NA NA NA NA 3613 3549 1278 NA NA NA NA 3704 3636 1341 NA NA NA
1469916000.0 140.1 NA 81 198 0 NA NA NA NA 151 263 0 NA NA NA NA 371 731 891 NA NA NA NA 484 820 905 NA NA NA
1469916000.0 140.2 NA 81 195 0 NA NA NA NA 151 263 0 NA NA NA NA 326 740 976 NA NA NA NA 421 1141 998 NA NA NA
1469916000.0 140.4 NA 84 197 0 NA NA NA NA 151 251 0 NA NA NA NA 375 766 936 NA NA NA NA 831 890 956 NA NA NA
1469916000.0 140.51 NA 35 189 0 NA NA NA NA 79 242 0 NA NA NA NA 2496 1848 933 NA NA NA NA 2673 1894 954 NA NA NA
1469916000.0 140.52 NA 188 183 0 NA NA NA NA 250 235 0 NA NA NA NA 2027 1540 930 NA NA NA NA 2332 1803 977 NA NA NA
1469916000.0 140.53 NA 216 0 NA NA NA NA NA 285 0 NA NA NA NA NA 4097 930 NA NA NA NA NA 4246 950 NA NA NA NA
1469916000.0 144.6 NA 180 NA NA NA NA NA NA 245 NA NA NA NA NA NA 1863 NA NA NA NA NA NA 1964 NA NA NA NA NA
1469916000.0 145.0 NA 174 281 0 NA NA NA NA 246 353 0 NA NA NA NA 3072 2957 911 NA NA NA NA 3185 3077 931 NA NA NA
1469916000.0 15.0 NA 62 168 0 NA NA NA NA 139 226 0 NA NA NA NA 1673 1095 677 NA NA NA NA 1702 1134 692 NA NA NA
1469916000.0 16.0 NA 69 170 0 NA NA NA NA 139 226 0 NA NA NA NA 1865 1646 971 NA NA NA NA 1936 2537 1089 NA NA NA
1469916000.0 160134.701 NA 92 0 NA NA NA NA NA 156 0 NA NA NA NA NA 829 32 NA NA NA NA NA 995 46 NA NA NA NA
1469916000.0 160134.702 NA 95 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1867 45 NA NA NA NA NA 1997 66 NA NA NA NA
1469916000.0 160134.703 NA 95 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1145 29 NA NA NA NA NA 1290 38 NA NA NA NA
1469916000.0 160134.704 NA 94 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1098 30 NA NA NA NA NA 1226 42 NA NA NA NA
1469916000.0 160134.705 NA 95 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1155 28 NA NA NA NA NA 1297 37 NA NA NA NA
1469916000.0 160134.706 NA 95 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1899 48 NA NA NA NA NA 2031 87 NA NA NA NA
1469916000.0 160134.707 NA 94 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1696 78 NA NA NA NA NA 1848 168 NA NA NA NA
1469916000.0 160134.708 NA 95 0 NA NA NA NA NA 158 0 NA NA NA NA NA 1585 47 NA NA NA NA NA 1930 71 NA NA NA NA
1469916000.0 160134.71 NA 95 0 NA NA NA NA NA 159 0 NA NA NA NA NA 824 32 NA NA NA NA NA 964 52 NA NA NA NA
1469916000.0 160134.801 NA 96 0 NA NA NA NA NA 160 0 NA NA NA NA NA 884 31 NA NA NA NA NA 975 45 NA NA NA NA
1469916000.0 160134.802 NA 93 0 NA NA NA NA NA 159 0 NA NA NA NA NA 1175 35 NA NA NA NA NA 1306 50 NA NA NA NA
