Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469311200.0 1.0 50 70 121 NA NA NA NA 96 143 168 NA NA NA NA 1949 405 433 NA NA NA NA 2189 502 476 NA NA NA NA
1469311200.0 10.0 NA 66 172 0 NA NA NA NA 141 229 0 NA NA NA NA 2061 2412 652 NA NA NA NA 2114 2470 674 NA NA NA
1469311200.0 1000.0 NA 172 97 0 34 NA NA NA 240 154 0 66 NA NA NA 2361 529 548 118 NA NA NA 2495 706 588 177 NA NA
1469311200.0 1001.0 NA 165 162 0 0 0 0 NA 220 202 0 0 0 0 NA 2136 493 75 79 583 55 NA 2195 518 99 104 613 86
1469311200.0 1002.0 NA 180 53 NA NA NA NA NA 248 93 NA NA NA NA NA 2425 193 NA NA NA NA NA 2801 254 NA NA NA NA
1469311200.0 1003.0 NA 158 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3335 532 NA NA NA NA NA 3550 591 NA NA NA NA
1469311200.0 101.0 77 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1128 NA NA NA NA NA NA 1178 NA NA NA NA NA NA
1469311200.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 729 NA NA NA NA NA NA 755 NA NA NA NA NA NA
1469311200.0 103.0 45 77 171 NA NA NA NA 91 143 227 NA NA NA NA 828 266 525 NA NA NA NA 866 284 562 NA NA NA NA
1469311200.0 105.0 51 72 23 NA NA NA NA 96 144 53 NA NA NA NA 1942 431 4 NA NA NA NA 2299 542 9 NA NA NA NA
1469311200.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 384 71 147 NA NA NA NA 439 91 158 NA NA NA NA
1469311200.0 107.0 50 72 169 NA NA NA NA 97 144 227 NA NA NA NA 3732 474 617 NA NA NA NA 3849 501 672 NA NA NA NA
1469311200.0 108.0 54 74 170 NA NA NA NA 100 144 228 NA NA NA NA 5110 402 675 NA NA NA NA 5365 456 764 NA NA NA NA
1469311200.0 109.0 54 76 174 NA NA NA NA 100 144 228 NA NA NA NA 7633 537 689 NA NA NA NA 7712 549 706 NA NA NA NA
1469311200.0 11.0 NA 64 178 0 37 NA NA NA 140 237 0 76 NA NA NA 1678 1011 732 64 NA NA NA 1738 1151 781 75 NA NA
1469311200.0 110.0 44 71 168 NA NA NA NA 84 143 227 NA NA NA NA 673 387 554 NA NA NA NA 722 499 820 NA NA NA NA
1469311200.0 1102.0 NA 66 178 100 51 NA NA NA 140 230 154 100 NA NA NA 3463 5119 2988 248 NA NA NA 3554 5343 3052 261 NA NA
1469311200.0 111.0 51 73 169 NA NA NA NA 97 144 227 NA NA NA NA 2188 350 616 NA NA NA NA 2514 388 814 NA NA NA NA
1469311200.0 112.0 52 74 169 NA NA NA NA 98 144 227 NA NA NA NA 3447 428 634 NA NA NA NA 3686 469 703 NA NA NA NA
1469311200.0 113.0 53 83 171 NA NA NA NA 98 144 227 NA NA NA NA 3516 412 656 NA NA NA NA 3925 487 858 NA NA NA NA
1469311200.0 114.0 53 76 170 NA NA NA NA 98 144 227 NA NA NA NA 3368 419 651 NA NA NA NA 3636 585 852 NA NA NA NA
1469311200.0 115.0 55 74 170 NA NA NA NA 99 144 227 NA NA NA NA 4598 440 669 NA NA NA NA 5098 598 868 NA NA NA NA
1469311200.0 116.0 53 75 170 NA NA NA NA 99 144 227 NA NA NA NA 3928 487 658 NA NA NA NA 4005 517 749 NA NA NA NA
1469311200.0 117.0 54 74 171 NA NA NA NA 99 144 228 NA NA NA NA 5596 431 715 NA NA NA NA 5697 468 788 NA NA NA NA
1469311200.0 118.0 52 77 171 NA NA NA NA 99 144 227 NA NA NA NA 6081 614 953 NA NA NA NA 6142 636 970 NA NA NA NA
1469311200.0 119.0 54 76 175 NA NA NA NA 97 144 227 NA NA NA NA 3518 416 633 NA NA NA NA 3897 476 903 NA NA NA NA
1469311200.0 12.0 NA 65 167 0 NA NA NA NA 140 228 0 NA NA NA NA 1898 2614 715 NA NA NA NA 1969 2668 733 NA NA NA
1469311200.0 120.0 44 69 168 NA NA NA NA 88 143 227 NA NA NA NA 596 380 542 NA NA NA NA 611 402 591 NA NA NA NA
1469311200.0 121.0 54 80 170 NA NA NA NA 100 144 228 NA NA NA NA 8497 730 1243 NA NA NA NA 8659 790 1319 NA NA NA NA
1469311200.0 122.0 51 75 173 NA NA NA NA 96 144 227 NA NA NA NA 1373 301 533 NA NA NA NA 1707 374 574 NA NA NA NA
1469311200.0 123.2 153 NA NA NA NA NA NA 215 NA NA NA NA NA NA 722 NA NA NA NA NA NA 817 NA NA NA NA NA NA
1469311200.0 123.3 140 NA NA NA NA NA NA 203 NA NA NA NA NA NA 375 NA NA NA NA NA NA 403 NA NA NA NA NA NA
1469311200.0 124.1 147 NA NA NA NA NA NA 205 NA NA NA NA NA NA 376 NA NA NA NA NA NA 438 NA NA NA NA NA NA
1469311200.0 124.2 152 NA NA NA NA NA NA 213 NA NA NA NA NA NA 493 NA NA NA NA NA NA 559 NA NA NA NA NA NA
