Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 1.0 52 71 119 NA NA NA NA 96 143 168 NA NA NA NA 1900 392 441 NA NA NA NA 2321 620 485 NA NA NA NA
1469916000.0 10.0 NA 67 173 0 NA NA NA NA 140 229 0 NA NA NA NA 1602 1823 526 NA NA NA NA 1752 1889 536 NA NA NA
1469916000.0 1000.0 NA 173 97 0 36 NA NA NA 236 153 0 66 NA NA NA 1781 420 466 91 NA NA NA 1837 526 490 123 NA NA
1469916000.0 1001.0 NA 163 162 0 0 0 0 NA 220 202 0 0 0 0 NA 1643 274 54 53 396 41 NA 1685 296 65 65 416 96
1469916000.0 1002.0 NA 180 62 NA NA NA NA NA 248 93 NA NA NA NA NA 2416 199 NA NA NA NA NA 2866 300 NA NA NA NA
1469916000.0 1003.0 NA 155 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3431 536 NA NA NA NA NA 3810 550 NA NA NA NA
1469916000.0 101.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 904 NA NA NA NA NA NA 927 NA NA NA NA NA NA
1469916000.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 677 NA NA NA NA NA NA 717 NA NA NA NA NA NA
1469916000.0 103.0 47 80 169 NA NA NA NA 91 143 227 NA NA NA NA 829 307 556 NA NA NA NA 845 353 600 NA NA NA NA
1469916000.0 105.0 51 72 23 NA NA NA NA 97 144 53 NA NA NA NA 1981 408 4 NA NA NA NA 2124 449 9 NA NA NA NA
1469916000.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 350 65 159 NA NA NA NA 362 74 172 NA NA NA NA
1469916000.0 107.0 51 76 170 NA NA NA NA 97 144 226 NA NA NA NA 2618 318 509 NA NA NA NA 2707 352 550 NA NA NA NA
1469916000.0 108.0 52 75 172 NA NA NA NA 100 144 228 NA NA NA NA 3649 319 572 NA NA NA NA 3760 342 592 NA NA NA NA
1469916000.0 109.0 56 85 171 NA NA NA NA 100 144 228 NA NA NA NA 7277 480 958 NA NA NA NA 7414 499 999 NA NA NA NA
1469916000.0 11.0 NA 65 178 0 41 NA NA NA 139 235 0 76 NA NA NA 1277 833 575 40 NA NA NA 1321 866 591 59 NA NA
1469916000.0 110.0 43 72 168 NA NA NA NA 84 143 222 NA NA NA NA 679 404 598 NA NA NA NA 693 484 629 NA NA NA NA
1469916000.0 1102.0 NA 68 173 99 59 NA NA NA 140 230 154 100 NA NA NA 2727 3866 2510 209 NA NA NA 2773 4753 2687 228 NA NA
1469916000.0 111.0 52 78 170 NA NA NA NA 97 144 227 NA NA NA NA 2206 369 645 NA NA NA NA 2434 507 987 NA NA NA NA
1469916000.0 112.0 52 78 171 NA NA NA NA 98 144 227 NA NA NA NA 3457 418 692 NA NA NA NA 3609 440 726 NA NA NA NA
1469916000.0 113.0 52 74 168 NA NA NA NA 98 144 227 NA NA NA NA 3491 424 672 NA NA NA NA 3662 451 719 NA NA NA NA
1469916000.0 114.0 52 83 169 NA NA NA NA 98 144 225 NA NA NA NA 3932 435 711 NA NA NA NA 4106 529 762 NA NA NA NA
1469916000.0 115.0 53 82 170 NA NA NA NA 99 144 226 NA NA NA NA 2998 335 512 NA NA NA NA 3147 374 541 NA NA NA NA
1469916000.0 116.0 54 83 169 NA NA NA NA 99 144 226 NA NA NA NA 2926 309 535 NA NA NA NA 3000 327 569 NA NA NA NA
1469916000.0 117.0 55 77 171 NA NA NA NA 99 144 227 NA NA NA NA 6808 535 861 NA NA NA NA 6943 559 899 NA NA NA NA
1469916000.0 118.0 52 82 171 NA NA NA NA 99 144 227 NA NA NA NA 5418 470 823 NA NA NA NA 5522 509 855 NA NA NA NA
1469916000.0 119.0 53 82 170 NA NA NA NA 97 144 227 NA NA NA NA 2450 301 499 NA NA NA NA 2540 333 529 NA NA NA NA
1469916000.0 12.0 NA 69 168 0 NA NA NA NA 139 228 0 NA NA NA NA 2168 3168 853 NA NA NA NA 2238 3212 879 NA NA NA
1469916000.0 120.0 44 69 166 NA NA NA NA 88 143 222 NA NA NA NA 590 379 581 NA NA NA NA 649 406 735 NA NA NA NA
1469916000.0 121.0 55 79 178 NA NA NA NA 100 144 227 NA NA NA NA 7134 552 985 NA NA NA NA 7362 585 1020 NA NA NA NA
1469916000.0 122.0 51 72 170 NA NA NA NA 96 144 227 NA NA NA NA 1337 307 584 NA NA NA NA 1394 338 744 NA NA NA NA
1469916000.0 123.1 154 NA NA NA NA NA NA 213 NA NA NA NA NA NA 464 NA NA NA NA NA NA 521 NA NA NA NA NA NA
1469916000.0 123.2 154 NA NA NA NA NA NA 215 NA NA NA NA NA NA 577 NA NA NA NA NA NA 617 NA NA NA NA NA NA
1469916000.0 123.3 143 NA NA NA NA NA NA 203 NA NA NA NA NA NA 344 NA NA NA NA NA NA 367 NA NA NA NA NA NA
1469916000.0 124.1 151 NA NA NA NA NA NA 205 NA NA NA NA NA NA 356 NA NA NA NA NA NA 392 NA NA NA NA NA NA
1469916000.0 124.2 162 NA NA NA NA NA NA 213 NA NA NA NA NA NA 432 NA NA NA NA NA NA 529 NA NA NA NA NA NA
1469916000.0 124.4 149 NA NA NA NA NA NA 205 NA NA NA NA NA NA 526 NA NA NA NA NA NA 663 NA NA NA NA NA NA
1469916000.0 124.5 148 NA NA NA NA NA NA 205 NA NA NA NA NA NA 364 NA NA NA NA NA NA 445 NA NA NA NA NA NA
1469916000.0 124.6 144 NA NA NA NA NA NA 203 NA NA NA NA NA NA 356 NA NA NA NA NA NA 394 NA NA NA NA NA NA
1469916000.0 125.0 53 80 170 NA NA NA NA 99 144 226 NA NA NA NA 3283 309 503 NA NA NA NA 3349 328 528 NA NA NA NA
1469916000.0 126.0 52 70 168 NA NA NA NA 89 143 227 NA NA NA NA 1200 383 577 NA NA NA NA 1281 639 716 NA NA NA NA
1469916000.0 127.0 43 69 166 NA NA NA NA 84 143 227 NA NA NA NA 1447 379 583 NA NA NA NA 1465 401 658 NA NA NA NA
1469916000.0 128.0 43 71 164 NA NA NA NA 83 143 222 NA NA NA NA 562 396 585 NA NA NA NA 577 464 627 NA NA NA NA
1469916000.0 129.0 44 69 166 NA NA NA NA 87 143 227 NA NA NA NA 570 385 602 NA NA NA NA 582 441 640 NA NA NA NA
1469916000.0 13.0 NA 70 170 0 NA NA NA NA 140 227 0 NA NA NA NA 210 856 472 NA NA NA NA 234 889 498 NA NA NA
1469916000.0 130.0 44 72 171 NA NA NA NA 88 143 227 NA NA NA NA 673 381 571 NA NA NA NA 688 405 665 NA NA NA NA
1469916000.0 1301.0 57 112 139 NA NA NA NA 103 171 206 NA NA NA NA 1079 408 483 NA NA NA NA 1135 468 940 NA NA NA NA
1469916000.0 1302.0 63 121 152 NA NA NA NA 109 171 207 NA NA NA NA 7883 808 1012 NA NA NA NA 8207 1211 1110 NA NA NA NA
1469916000.0 1303.0 59 124 150 NA NA NA NA 110 172 216 NA NA NA NA 16233 1278 1427 NA NA NA NA 16812 1554 1478 NA NA NA NA
1469916000.0 131.0 45 76 171 NA NA NA NA 89 143 227 NA NA NA NA 1378 391 586 NA NA NA NA 1441 418 634 NA NA NA NA
1469916000.0 1311.0 NA 124 200 0 45 NA NA NA 181 259 0 85 NA NA NA 680 1011 1644 148 NA NA NA 1270 1131 1685 227 NA NA
1469916000.0 132.0 51 78 170 NA NA NA NA 95 143 227 NA NA NA NA 2903 415 697 NA NA NA NA 3079 548 729 NA NA NA NA
1469916000.0 133.0 57 84 173 NA NA NA NA 100 144 229 NA NA NA NA 8705 623 980 NA NA NA NA 9124 664 1031 NA NA NA NA
1469916000.0 134.0 NA 181 33 0 NA NA NA NA 249 67 0 NA NA NA NA 2836 12 11 NA NA NA NA 2979 16 16 NA NA NA
1469916000.0 134.701 NA 103 202 0 NA NA NA NA 164 267 0 NA NA NA NA 1497 5912 962 NA NA NA NA 1693 6169 1014 NA NA NA
1469916000.0 134.702 NA 100 202 0 NA NA NA NA 162 263 0 NA NA NA NA 2203 8178 895 NA NA NA NA 2397 8514 929 NA NA NA
1469916000.0 134.703 NA 101 208 0 NA NA NA NA 163 271 0 NA NA NA NA 2306 8076 920 NA NA NA NA 3467 8980 954 NA NA NA
1469916000.0 134.704 NA 99 205 0 NA NA NA NA 163 265 0 NA NA NA NA 2251 9100 1170 NA NA NA NA 2378 10087 1199 NA NA NA
1469916000.0 134.705 NA 104 209 0 NA NA NA NA 165 272 0 NA NA NA NA 2304 8629 1009 NA NA NA NA 2516 8961 1040 NA NA NA
1469916000.0 134.706 NA 101 207 0 NA NA NA NA 163 269 0 NA NA NA NA 3116 10888 847 NA NA NA NA 3268 13062 857 NA NA NA
1469916000.0 134.707 NA 101 199 0 NA NA NA NA 164 261 0 NA NA NA NA 2214 7885 796 NA NA NA NA 2354 8138 811 NA NA NA
1469916000.0 134.708 NA 100 201 0 NA NA NA NA 166 264 0 NA NA NA NA 2218 7270 861 NA NA NA NA 2359 7469 882 NA NA NA
