Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470214800.0 1.0 53 82 145 NA NA 100 137 190 NA NA 3067 607 484 NA NA 3185 1194 720 NA NA
1470214800.0 1002.0 NA 233 74 NA NA NA 293 101 NA NA NA 3786 224 NA NA NA 4143 231 NA NA
1470214800.0 10023.0 NA 106 251 0 NA NA 198 323 0 NA NA 728 1095 740 NA NA 1130 1292 885 NA
1470214800.0 10024.1 NA 124 157 0 NA NA 198 210 0 NA NA 816 736 648 NA NA 1608 952 764 NA
1470214800.0 10024.2 NA 111 253 0 NA NA 198 322 0 NA NA 823 1465 786 NA NA 970 1635 1067 NA
1470214800.0 10024.4 NA 118 252 0 NA NA 198 322 0 NA NA 803 1484 779 NA NA 1061 1871 925 NA
1470214800.0 10026.0 NA 125 256 0 NA NA 198 323 0 NA NA 824 1874 779 NA NA 1023 2168 926 NA
1470214800.0 1003.0 NA 197 0 NA NA NA 265 0 NA NA NA 5786 643 NA NA NA 6234 731 NA NA
1470214800.0 101.0 92 NA NA NA NA 143 NA NA NA NA 2102 NA NA NA NA 2372 NA NA NA NA
1470214800.0 102.0 93 NA NA NA NA 143 NA NA NA NA 1591 NA NA NA NA 2142 NA NA NA NA
1470214800.0 10224.0 NA 145 313 0 NA NA 207 392 0 NA NA 4329 6558 1019 NA NA 8555 10431 1064 NA
1470214800.0 10225.0 NA 144 321 0 NA NA 210 401 0 NA NA 4346 6748 954 NA NA 13155 13881 1131 NA
1470214800.0 103.0 42 0 0 NA NA 77 0 0 NA NA 769 124 263 NA NA 1222 333 2133 NA NA
1470214800.0 105.0 52 81 38 NA NA 100 146 58 NA NA 3168 659 4 NA NA 3295 813 113 NA NA
1470214800.0 106.0 41 0 0 NA NA 77 0 0 NA NA 765 135 257 NA NA 1899 259 780 NA NA
1470214800.0 10621.0 81 87 174 0 NA 115 129 202 0 NA 2720 1174 1457 487 NA 2998 1267 1666 496 NA
1470214800.0 10624.0 88 89 174 0 NA 134 128 205 0 NA 10306 1208 1148 791 NA 10566 1400 1408 912 NA
1470214800.0 10625.0 88 87 179 0 NA 141 128 202 0 NA 8006 1197 939 694 NA 8084 1407 1207 828 NA
1470214800.0 10626.0 89 102 172 0 NA 134 128 206 0 NA 17570 1290 1315 806 NA 17790 1494 1477 820 NA
1470214800.0 107.0 63 91 224 NA NA 103 146 264 NA NA 5644 670 806 NA NA 5780 927 1003 NA NA
1470214800.0 108.0 56 87 221 NA NA 102 146 266 NA NA 9312 741 1054 NA NA 9373 860 1362 NA NA
1470214800.0 10821.0 91 NA NA NA NA 133 NA NA NA NA 6631 NA NA NA NA 6769 NA NA NA NA
1470214800.0 10824.0 102 NA NA NA NA 148 NA NA NA NA 23602 NA NA NA NA 23878 NA NA NA NA
