Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469955600.0 1.0 52 69 146 NA NA NA NA 99 137 190 NA NA NA NA 3244 617 497 NA NA NA NA 3383 735 767 NA NA NA NA
1469955600.0 10.0 NA 90 222 0 NA NA NA NA 159 271 0 NA NA NA NA 4890 4095 1089 NA NA NA NA 5048 4268 1118 NA NA NA
1469955600.0 1002.0 NA 237 66 NA NA NA NA NA 293 101 NA NA NA NA NA 3940 231 NA NA NA NA NA 4289 345 NA NA NA NA
1469955600.0 10021.0 NA 120 251 0 NA NA NA NA 198 323 0 NA NA NA NA 772 1555 797 NA NA NA NA 872 1741 938 NA NA NA
1469955600.0 10023.0 NA 108 252 0 NA NA NA NA 198 323 0 NA NA NA NA 720 1061 817 NA NA NA NA 871 1312 855 NA NA NA
1469955600.0 10024.0 NA 125 253 0 NA NA NA NA 198 323 0 NA NA NA NA 804 1510 863 NA NA NA NA 923 1779 896 NA NA NA
1469955600.0 10024.1 NA 111 156 0 NA NA NA NA 198 210 0 NA NA NA NA 820 748 697 NA NA NA NA 991 1263 1059 NA NA NA
1469955600.0 10024.2 NA 121 253 0 NA NA NA NA 198 322 0 NA NA NA NA 815 1535 771 NA NA NA NA 949 1778 909 NA NA NA
1469955600.0 10024.3 NA 111 150 0 NA NA NA NA 198 206 0 NA NA NA NA 837 769 619 NA NA NA NA 972 1097 778 NA NA NA
1469955600.0 10024.4 NA 119 253 0 NA NA NA NA 198 322 0 NA NA NA NA 815 1488 859 NA NA NA NA 950 1724 893 NA NA NA
1469955600.0 10024.5 NA 114 149 0 NA NA NA NA 198 206 0 NA NA NA NA 829 736 617 NA NA NA NA 984 1406 721 NA NA NA
1469955600.0 10025.0 NA 118 255 0 NA NA NA NA 198 323 0 NA NA NA NA 781 1319 872 NA NA NA NA 989 1608 1017 NA NA NA
