Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1469264400.0 1.0 53 79 146 NA NA 101 137 192 NA NA 3191 604 490 NA NA 3254 750 687 NA NA
1469264400.0 10.0 NA 104 230 0 NA NA 160 275 0 NA NA 4876 4059 1080 NA NA 5115 4323 1207 NA
1469264400.0 101.0 88 NA NA NA NA 143 NA NA NA NA 2276 NA NA NA NA 2536 NA NA NA NA
1469264400.0 102.0 88 NA NA NA NA 143 NA NA NA NA 1685 NA NA NA NA 2071 NA NA NA NA
1469264400.0 10224.0 NA 162 334 0 NA NA 211 412 0 NA NA 4331 7817 1015 NA NA 8470 11475 1050 NA
1469264400.0 103.0 46 0 0 NA NA 77 0 0 NA NA 780 131 294 NA NA 1097 446 535 NA NA
1469264400.0 105.0 53 80 35 NA NA 101 146 55 NA NA 3157 669 4 NA NA 3196 871 11 NA NA
1469264400.0 106.0 55 0 0 NA NA 77 0 0 NA NA 774 135 267 NA NA 867 303 329 NA NA
1469264400.0 10621.0 80 86 156 0 NA 115 129 190 0 NA 2762 1214 1388 299 NA 2963 1434 2486 414 NA
1469264400.0 10624.0 87 89 156 0 NA 134 129 193 0 NA 10028 1243 1050 554 NA 10251 1384 1384 562 NA
1469264400.0 10625.0 88 86 159 0 NA 137 129 189 0 NA 7938 1230 890 511 NA 8053 1382 1929 538 NA
1469264400.0 10626.0 86 96 163 0 NA 134 129 194 0 NA 16830 1251 1192 580 NA 17147 1490 1469 698 NA
1469264400.0 107.0 55 84 224 NA NA 103 146 266 NA NA 5659 687 855 NA NA 5834 753 1146 NA NA
1469264400.0 108.0 55 93 235 NA NA 108 146 269 NA NA 9619 747 1112 NA NA 9691 878 1418 NA NA
1469264400.0 10821.0 91 NA NA NA NA 133 NA NA NA NA 6571 NA NA NA NA 6784 NA NA NA NA
1469264400.0 10824.0 102 NA NA NA NA 148 NA NA NA NA 23295 NA NA NA NA 23459 NA NA NA NA
1469264400.0 10825.0 100 NA NA NA NA 147 NA NA NA NA 17833 NA NA NA NA 18107 NA NA NA NA
1469264400.0 10826.0 106 NA NA NA NA 155 NA NA NA NA 41179 NA NA NA NA 41565 NA NA NA NA
1469264400.0 109.0 57 82 224 NA NA 102 146 269 NA NA 9565 730 1054 NA NA 9759 801 1196 NA NA
1469264400.0 110.0 49 79 223 NA NA 84 146 266 NA NA 1173 655 681 NA NA 1295 821 918 NA NA
1469264400.0 1102.0 NA 93 238 132 80 NA 159 276 178 117 NA 5057 5596 3297 215 NA 5281 5905 3568 218
1469264400.0 11021.0 91 210 95 NA NA 133 255 133 NA NA 6511 5989 2412 NA NA 6568 6144 2592 NA NA
1469264400.0 11024.0 99 211 98 NA NA 148 259 136 NA NA 22560 6168 2347 NA NA 22675 6282 2586 NA NA
1469264400.0 11025.0 100 211 98 NA NA 148 260 136 NA NA 17056 6068 2399 NA NA 17198 6242 2649 NA NA
1469264400.0 11026.0 105 215 100 NA NA 161 261 138 NA NA 40754 6161 2439 NA NA 41036 6369 2538 NA NA
1469264400.0 111.0 65 80 229 NA NA 101 146 266 NA NA 3574 490 741 NA NA 3702 656 983 NA NA
1469264400.0 112.0 53 81 231 NA NA 102 146 266 NA NA 5655 705 797 NA NA 5696 867 923 NA NA
1469264400.0 11221.0 88 87 157 0 NA 125 129 190 0 NA 2963 1219 1335 301 NA 4319 1615 1960 450 NA
1469264400.0 11224.0 92 88 160 0 NA 141 129 193 0 NA 10635 1280 1032 583 NA 10902 1505 1185 702 NA
1469264400.0 11225.0 91 87 159 0 NA 139 129 190 0 NA 8165 1254 902 502 NA 8292 1496 1308 652 NA
1469264400.0 11226.0 92 91 161 0 NA 141 129 194 0 NA 17508 1318 1139 576 NA 17766 1517 1278 689 NA
1469264400.0 113.0 57 83 224 NA NA 107 146 267 NA NA 7281 717 845 NA NA 7424 931 1032 NA NA
1469264400.0 114.0 55 92 224 NA NA 101 146 267 NA NA 6762 722 870 NA NA 6896 788 1068 NA NA
1469264400.0 115.0 55 95 225 NA NA 105 146 268 NA NA 7690 732 941 NA NA 7797 843 1180 NA NA
1469264400.0 116.0 54 84 223 NA NA 102 146 268 NA NA 8199 716 961 NA NA 8375 825 1103 NA NA
1469264400.0 117.0 56 95 223 NA NA 105 146 269 NA NA 10092 731 1061 NA NA 10298 928 1270 NA NA
1469264400.0 118.0 56 92 226 NA NA 102 146 270 NA NA 9981 741 1098 NA NA 10168 897 1238 NA NA
1469264400.0 119.0 54 90 223 NA NA 101 146 266 NA NA 5274 675 797 NA NA 5412 783 984 NA NA
1469264400.0 12.0 NA 99 225 0 NA NA 159 273 0 NA NA 4579 4353 1158 NA NA 4744 4665 1287 NA
1469264400.0 120.0 49 80 219 NA NA 88 146 266 NA NA 984 637 658 NA NA 1097 744 797 NA NA
1469264400.0 121.0 54 91 226 NA NA 107 146 270 NA NA 9874 758 1156 NA NA 9940 872 1299 NA NA
1469264400.0 122.0 49 80 221 NA NA 98 146 266 NA NA 1294 317 613 NA NA 1409 478 917 NA NA
1469264400.0 123.1 207 NA NA NA NA 257 NA NA NA NA 1031 NA NA NA NA 1419 NA NA NA NA
1469264400.0 123.2 209 NA NA NA NA 260 NA NA NA NA 1331 NA NA NA NA 1848 NA NA NA NA
1469264400.0 123.3 196 NA NA NA NA 242 NA NA NA NA 782 NA NA NA NA 1641 NA NA NA NA
1469264400.0 124.1 202 NA NA NA NA 249 NA NA NA NA 770 NA NA NA NA 1270 NA NA NA NA
1469264400.0 124.2 206 NA NA NA NA 256 NA NA NA NA 983 NA NA NA NA 1939 NA NA NA NA
1469264400.0 124.4 206 NA NA NA NA 249 NA NA NA NA 789 NA NA NA NA 1995 NA NA NA NA
1469264400.0 124.5 206 NA NA NA NA 249 NA NA NA NA 802 NA NA NA NA 1084 NA NA NA NA
1469264400.0 124.6 198 NA NA NA NA 242 NA NA NA NA 792 NA NA NA NA 1710 NA NA NA NA
1469264400.0 125.0 54 92 223 NA NA 99 146 266 NA NA 6016 706 837 NA NA 6064 813 1146 NA NA
1469264400.0 126.0 61 85 224 NA NA 91 146 266 NA NA 2604 630 674 NA NA 2720 739 861 NA NA
1469264400.0 127.0 50 87 220 NA NA 89 146 266 NA NA 2473 626 701 NA NA 2493 782 1001 NA NA
1469264400.0 128.0 49 80 221 NA NA 83 146 266 NA NA 912 649 669 NA NA 933 754 828 NA NA
1469264400.0 129.0 48 78 219 NA NA 83 146 266 NA NA 941 638 663 NA NA 962 835 796 NA NA
1469264400.0 130.0 49 80 220 NA NA 85 146 266 NA NA 1154 631 673 NA NA 1185 791 971 NA NA
1469264400.0 1301.0 61 155 195 NA NA 106 209 245 NA NA 1912 849 663 NA NA 2079 1131 919 NA NA
1469264400.0 1302.0 65 169 199 NA NA 110 210 247 NA NA 10745 1085 1062 NA NA 10913 1338 1347 NA NA
1469264400.0 1303.0 64 173 209 NA NA 110 209 253 NA NA 18104 841 1696 NA NA 18280 1084 1873 NA NA
1469264400.0 131.0 48 93 224 NA NA 84 146 266 NA NA 2608 642 694 NA NA 2653 798 835 NA NA
1469264400.0 1310.0 NA 182 279 0 NA NA 234 333 0 NA NA 1105 1620 2763 NA NA 1485 1799 2910 NA
1469264400.0 1313.0 NA 183 280 0 NA NA 242 339 0 NA NA 1036 3041 2720 NA NA 1202 3343 2859 NA
1469264400.0 132.0 50 92 224 NA NA 98 146 267 NA NA 5023 679 838 NA NA 5176 735 1072 NA NA
1469264400.0 1325.0 NA 183 283 0 83 NA 240 337 0 116 NA 1206 1929 2744 204 NA 1452 2260 2783 368
1469264400.0 133.0 57 97 236 NA NA 103 146 272 NA NA 12861 765 1486 NA NA 12977 873 1697 NA NA
1469264400.0 1337.0 NA 195 285 0 NA NA 239 340 0 NA NA 1445 2711 2722 NA NA 1709 3097 2878 NA
1469264400.0 134.701 NA 55 256 0 NA NA 96 314 0 NA NA 217 8181 937 NA NA 255 8552 1081 NA
1469264400.0 134.702 NA 44 260 0 NA NA 93 307 0 NA NA 254 11796 909 NA NA 358 12064 949 NA
1469264400.0 134.703 NA 46 261 0 NA NA 93 319 0 NA NA 255 11701 957 NA NA 321 12147 1000 NA
1469264400.0 134.704 NA 55 252 0 NA NA 90 309 0 NA NA 244 11133 901 NA NA 275 11423 1074 NA
1469264400.0 134.705 NA 58 261 0 NA NA 94 321 0 NA NA 258 12510 935 NA NA 288 12981 973 NA
1469264400.0 134.706 NA 59 264 0 NA NA 94 318 0 NA NA 257 12804 980 NA NA 346 13111 1016 NA
1469264400.0 134.707 NA 57 252 0 NA NA 94 310 0 NA NA 245 11075 929 NA NA 329 11359 1063 NA
1469264400.0 134.708 NA 47 251 0 NA NA 92 307 0 NA NA 255 10467 970 NA NA 302 10819 1125 NA
1469264400.0 134.709 NA 52 262 0 NA NA 95 319 0 NA NA 240 11668 926 NA NA 260 11926 954 NA
1469264400.0 134.71 NA 52 254 0 NA NA 85 306 0 NA NA 215 6949 893 NA NA 246 7187 1026 NA
1469264400.0 134.801 NA 49 252 0 NA NA 93 309 0 NA NA 236 7761 894 NA NA 260 8053 1041 NA
1469264400.0 134.802 NA 55 254 0 NA NA 93 310 0 NA NA 308 15502 928 NA NA 338 15747 970 NA
1469264400.0 134.803 NA 56 254 0 NA NA 93 311 0 NA NA 307 13307 920 NA NA 414 13593 1075 NA
1469264400.0 134.804 NA 52 267 0 NA NA 94 322 0 NA NA 301 15337 930 NA NA 330 15719 962 NA
1469264400.0 134.805 NA 50 261 0 NA NA 97 323 0 NA NA 311 15006 935 NA NA 420 15456 1073 NA
1469264400.0 134.806 NA 47 263 0 NA NA 93 320 0 NA NA 339 16794 934 NA NA 354 17093 973 NA
1469264400.0 134.807 NA 115 283 0 NA NA 148 332 0 NA NA 978 15000 1038 NA NA 1029 15403 1081 NA
1469264400.0 134.808 NA 115 273 0 NA NA 147 334 0 NA NA 1024 15549 982 NA NA 1110 15815 1126 NA
1469264400.0 134.809 NA 56 255 0 NA NA 92 307 0 NA NA 326 14205 909 NA NA 376 14638 1055 NA
1469264400.0 134.81 NA 50 255 0 NA NA 93 311 0 NA NA 312 14259 980 NA NA 343 14540 1125 NA
1469264400.0 134.811 NA 54 260 0 NA NA 97 315 0 NA NA 305 15054 923 NA NA 343 15495 1057 NA
1469264400.0 134.812 NA 46 248 0 NA NA 90 304 0 NA NA 242 7729 890 NA NA 344 8169 957 NA
1469264400.0 134.901 NA 47 256 0 NA NA 93 305 0 NA NA 235 7869 872 NA NA 321 8123 1034 NA
1469264400.0 134.902 NA 44 251 0 NA NA 94 307 0 NA NA 252 10610 912 NA NA 379 10915 1042 NA
1469264400.0 134.903 NA 58 253 0 NA NA 97 304 0 NA NA 274 9489 945 NA NA 381 9846 1090 NA
1469264400.0 134.904 NA 48 252 0 NA NA 93 314 0 NA NA 279 11767 919 NA NA 300 12158 1056 NA
1469264400.0 134.905 NA 54 253 0 NA NA 93 307 0 NA NA 307 9531 921 NA NA 422 9776 1063 NA
1469264400.0 134.906 NA 40 261 0 NA NA 93 308 0 NA NA 267 11557 953 NA NA 357 12002 991 NA
1469264400.0 134.907 NA 113 270 0 NA NA 148 320 0 NA NA 795 10414 930 NA NA 857 10766 1081 NA
1469264400.0 134.908 NA 116 270 0 NA NA 149 324 0 NA NA 792 10377 979 NA NA 885 10737 1021 NA
1469264400.0 134.909 NA 50 252 0 NA NA 93 304 0 NA NA 271 10325 926 NA NA 358 10701 974 NA
1469264400.0 134.91 NA 50 260 0 NA NA 92 304 0 NA NA 252 8975 929 NA NA 384 9362 961 NA
1469264400.0 134.911 NA 53 250 0 NA NA 92 305 0 NA NA 271 9917 920 NA NA 299 10402 1053 NA
1469264400.0 134.912 NA 53 247 0 NA NA 91 299 0 NA NA 248 6752 916 NA NA 269 7036 1060 NA
1469264400.0 134.99601 NA 56 256 0 NA NA 94 311 0 NA NA 326 17136 919 NA NA 364 17483 1072 NA
1469264400.0 134.99602 NA 55 249 0 NA NA 93 303 0 NA NA 273 9121 952 NA NA 377 9500 1108 NA
1469264400.0 134.99603 NA 57 255 0 NA NA 93 311 0 NA NA 306 13396 946 NA NA 341 13855 1098 NA
1469264400.0 134.99901 NA 48 250 0 NA NA 94 304 0 NA NA 266 9259 925 NA NA 357 9643 1069 NA
1469264400.0 135.1 269 0 118 NA NA 318 0 169 NA NA 1459 615 366 NA NA 1861 737 451 NA NA
1469264400.0 135.11 276 0 121 NA NA 329 0 170 NA NA 2456 664 561 NA NA 2746 783 694 NA NA
1469264400.0 135.12 267 0 116 NA NA 315 0 169 NA NA 1308 602 350 NA NA 1534 610 605 NA NA
1469264400.0 135.13 211 0 NA NA NA 262 0 NA NA NA 1152 546 NA NA NA 1659 560 NA NA NA
1469264400.0 135.2 253 0 127 NA NA 297 0 169 NA NA 1062 510 312 NA NA 1471 633 506 NA NA
1469264400.0 135.3 254 0 121 NA NA 297 0 169 NA NA 1067 532 312 NA NA 1323 547 401 NA NA
1469264400.0 135.4 266 0 125 NA NA 315 0 169 NA NA 1311 590 341 NA NA 1629 602 534 NA NA
1469264400.0 135.5 268 0 129 NA NA 314 0 169 NA NA 1184 559 333 NA NA 1438 673 530 NA NA
1469264400.0 135.6 267 0 129 NA NA 317 0 170 NA NA 1405 599 371 NA NA 1732 611 637 NA NA
1469264400.0 135.7 262 0 118 NA NA 314 0 169 NA NA 1191 577 339 NA NA 1526 698 594 NA NA
1469264400.0 135.8 97 NA NA NA NA 143 NA NA NA NA 447 NA NA NA NA 893 NA NA NA NA
1469264400.0 135.9 264 0 119 NA NA 314 0 169 NA NA 1037 542 306 NA NA 1442 552 364 NA NA
1469264400.0 1356.0 66 189 297 0 124 109 220 343 0 175 7930 1070 1700 2789 380 8156 1234 1995 2931 540
1469264400.0 136.721 NA 173 284 0 NA NA 234 328 0 NA NA 6824 16236 1897 NA NA 7145 16637 1929 NA
1469264400.0 136.722 NA 184 303 0 NA NA 240 353 0 NA NA 8092 17933 1873 NA NA 8341 18171 2074 NA
1469264400.0 136.723 NA 174 272 0 NA NA 234 331 0 NA NA 7527 17383 1850 NA NA 7872 17800 1887 NA
1469264400.0 136.724 NA 189 296 0 NA NA 239 334 0 NA NA 8927 21321 1929 NA NA 9159 21629 2105 NA
1469264400.0 136.726 NA 181 275 0 NA NA 237 335 0 NA NA 8515 18995 1820 NA NA 8800 19409 1954 NA
1469264400.0 136.727 NA 233 288 0 NA NA 283 344 0 NA NA 7636 16813 1934 NA NA 7802 17129 2080 NA
1469264400.0 136.728 NA 229 299 0 NA NA 273 341 0 NA NA 8488 18785 1954 NA NA 8744 19193 2099 NA
1469264400.0 136.729 NA 184 272 0 NA NA 232 329 0 NA NA 7401 18247 1827 NA NA 7746 18656 1869 NA
1469264400.0 136.73 NA 177 305 0 NA NA 233 357 0 NA NA 8036 17944 1856 NA NA 8351 18195 1893 NA
