Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470690000.0 107.0 53 77 189 NA 99 146 250 NA 4407 294 357 NA 4625 392 390 NA
1470690000.0 108.0 56 77 190 NA 101 146 250 NA 7778 378 563 NA 8092 459 602 NA
1470690000.0 109.0 56 89 197 NA 101 146 250 NA 8408 388 616 NA 8694 416 681 NA
1470690000.0 1301.0 60 136 166 NA 104 200 230 NA 1706 362 1184 NA 2030 665 1327 NA
1470690000.0 133.0 61 89 194 NA 103 146 250 NA 4878 292 467 NA 4958 311 490 NA
1470690000.0 134.703 NA 39 236 0 NA 86 317 0 NA 131 4554 360 NA 218 5060 381
1470690000.0 134.706 NA 43 234 0 NA 85 308 0 NA 136 4864 357 NA 154 5507 424
1470690000.0 134.708 NA 39 223 0 NA 83 297 0 NA 120 4630 368 NA 219 5061 391
1470690000.0 134.804 NA 44 234 0 NA 85 309 0 NA 163 5732 337 NA 268 6112 656
1470690000.0 134.903 NA 43 222 0 NA 88 293 0 NA 163 5403 499 NA 197 5734 513
1470690000.0 134.905 NA 39 227 0 NA 85 297 0 NA 134 4205 342 NA 197 4635 355
1470690000.0 134.907 NA 80 255 0 NA 146 305 0 NA 465 5859 504 NA 569 6093 519
1470690000.0 134.908 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1470690000.0 134.99901 NA 41 229 0 NA 85 297 0 NA 160 5260 476 NA 231 5656 492
1470690000.0 135.12 220 0 103 NA 296 0 157 NA 585 190 157 NA 820 278 192 NA
1470690000.0 135.4 229 0 104 NA 298 0 157 NA 574 190 163 NA 663 202 225 NA
1470690000.0 136.722 NA 172 255 0 NA 230 342 0 NA 4358 9984 891 NA 4738 12256 906
1470690000.0 136.723 NA 168 238 0 NA 228 330 0 NA 4069 9570 915 NA 4455 11727 949
1470690000.0 136.726 NA 170 238 0 NA 226 332 0 NA 4554 10332 910 NA 4939 12181 923
1470690000.0 136.727 NA 194 260 0 NA 279 339 0 NA 4321 9217 889 NA 4646 10247 933
1470690000.0 136.728 NA 191 261 0 NA 269 339 0 NA 4612 10125 848 NA 4843 11149 864
1470690000.0 136.73 NA 173 270 0 NA 224 367 0 NA 4303 10121 911 NA 4694 12334 925
1470690000.0 136.731 NA 174 238 0 NA 227 318 0 NA 4379 10153 867 NA 4883 12108 879
1470690000.0 139902.0 NA 165 257 0 NA 224 314 0 NA 498 1107 982 NA 648 1231 995
1470690000.0 145.0 NA 237 285 0 NA 310 360 0 NA 1960 2481 193 NA 2021 2765 212
1470690000.0 204.0 54 89 205 0 99 153 274 0 2998 526 801 377 3149 911 1214 387
1470690000.0 205.0 NA 81 202 0 NA 149 269 0 NA 454 667 410 NA 828 1029 439
1470690000.0 24.0 NA 80 195 0 NA 148 253 0 NA 1576 1890 506 NA 1617 2006 715
1470690000.0 250400.0 246 0 104 NA 316 0 158 NA 1450 310 353 NA 1948 334 602 NA
1470690000.0 250402.0 249 0 104 NA 317 0 158 NA 1630 322 430 NA 2119 351 514 NA
1470690000.0 250403.0 232 0 110 NA 315 0 158 NA 1432 306 381 NA 2129 315 602 NA
1470690000.0 250405.0 232 0 105 NA 314 0 158 NA 914 187 232 NA 1037 195 278 NA
1470690000.0 250407.0 217 0 104 NA 296 0 160 NA 741 162 232 NA 846 171 297 NA
1470690000.0 250409.0 239 0 107 NA 321 0 158 NA 1343 203 355 NA 1487 468 678 NA
1470690000.0 25400.0 262 0 109 NA 363 0 158 NA 2478 214 255 NA 3875 223 323 NA
1470690000.0 25405.0 256 0 106 NA 361 0 158 NA 2373 211 230 NA 4204 248 272 NA
1470690000.0 25406.0 259 0 109 NA 357 0 158 NA 1941 212 239 NA 3393 229 628 NA
1470690000.0 25407.0 249 0 102 NA 343 0 160 NA 2025 201 207 NA 3852 212 256 NA
1470690000.0 25409.0 265 0 106 NA 361 0 158 NA 2528 210 269 NA 4765 221 326 NA
1470690000.0 280.0 87 79 192 0 171 146 250 0 4488 284 352 342 4587 305 380 359
1470690000.0 300.0 72 180 248 0 121 250 316 0 2181 605 808 183 2328 672 888 194
1470690000.0 4.27 NA 57 217 0 NA 95 278 0 NA 85 2532 370 NA 107 2612 483
1470690000.0 4.52 NA 37 220 0 NA 77 296 0 NA 130 5481 354 NA 183 5746 376
1470690000.0 4.63 NA 39 219 0 NA 78 303 0 NA 134 5746 345 NA 194 6099 673
1470690000.0 4.76 NA 57 224 0 NA 90 300 0 NA 116 4977 362 NA 210 5492 545
1470690000.0 4.77 NA 58 236 0 NA 92 310 0 NA 126 8158 344 NA 386 8439 417
1470690000.0 500199.0 113 NA NA NA 169 NA NA NA 3289 NA NA NA 3839 NA NA NA
