Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1470042000.0 1000.0 NA 207 118 0 37 NA NA NA NA 274 181 0 78 NA NA NA NA 3218 712 746 235 NA NA NA NA 3944 816 790 328 NA NA NA
1470042000.0 1001.0 NA 183 164 0 0 0 0 0 NA 245 216 0 0 0 0 0 NA 2814 814 8 85 920 36 925 NA 3535 963 15 94 965 48 985
1470042000.0 10021.0 NA 98 217 0 NA NA NA NA NA 176 315 0 NA NA NA NA NA 492 761 368 NA NA NA NA NA 529 808 375 NA NA NA NA
1470042000.0 10024.0 NA 102 217 0 NA NA NA NA NA 176 316 0 NA NA NA NA NA 755 1218 717 NA NA NA NA NA 880 1442 819 NA NA NA NA
1470042000.0 10024.2 NA 101 225 0 NA NA NA NA NA 176 315 0 NA NA NA NA NA 686 729 397 NA NA NA NA NA 769 777 404 NA NA NA NA
1470042000.0 10024.4 NA 101 226 0 NA NA NA NA NA 176 314 0 NA NA NA NA NA 697 712 387 NA NA NA NA NA 814 750 392 NA NA NA NA
1470042000.0 10025.0 NA 101 223 0 NA NA NA NA NA 176 316 0 NA NA NA NA NA 669 669 402 NA NA NA NA NA 787 720 410 NA NA NA NA
1470042000.0 10026.0 NA 101 216 0 NA NA NA NA NA 176 316 0 NA NA NA NA NA 686 1569 672 NA NA NA NA NA 759 1815 725 NA NA NA NA
1470042000.0 10224.0 NA 136 296 0 NA NA NA NA NA 202 385 0 NA NA NA NA NA 2459 3317 414 NA NA NA NA NA 7862 10721 443 NA NA NA NA
1470042000.0 10225.0 NA 137 290 0 NA NA NA NA NA 209 397 0 NA NA NA NA NA 2260 3243 379 NA NA NA NA NA 10850 31225 415 NA NA NA NA
1470042000.0 10625.0 83 81 152 0 NA NA NA NA 129 126 194 0 NA NA NA NA 6994 744 640 393 NA NA NA NA 8122 1191 728 406 NA NA NA NA
1470042000.0 10626.0 83 84 152 0 NA NA NA NA 130 133 199 0 NA NA NA NA 10298 733 763 416 NA NA NA NA 11162 833 855 479 NA NA NA NA
1470042000.0 107.0 48 72 190 NA NA NA NA NA 94 142 254 NA NA NA NA NA 5628 382 501 NA NA NA NA NA 6098 428 589 NA NA NA NA NA
1470042000.0 108.0 50 74 192 NA NA NA NA NA 97 142 254 NA NA NA NA NA 7016 399 576 NA NA NA NA NA 7371 622 640 NA NA NA NA NA
1470042000.0 10824.0 96 NA NA NA NA NA NA NA 143 NA NA NA NA NA NA NA 18879 NA NA NA NA NA NA NA 19784 NA NA NA NA NA NA NA
1470042000.0 10825.0 93 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 11875 NA NA NA NA NA NA NA 12563 NA NA NA NA NA NA NA
1470042000.0 10826.0 100 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 17365 NA NA NA NA NA NA NA 22445 NA NA NA NA NA NA NA
1470042000.0 109.0 51 75 197 NA NA NA NA NA 96 142 255 NA NA NA NA NA 6458 419 615 NA NA NA NA NA 7058 503 877 NA NA NA NA NA
1470042000.0 11.0 NA 76 201 0 56 NA NA NA NA 152 264 0 90 NA NA NA NA 3009 1246 930 83 NA NA NA NA 3116 1317 992 98 NA NA NA
1470042000.0 1102.0 NA 83 201 105 63 NA NA NA NA 151 259 155 112 NA NA NA NA 2446 2776 1574 132 NA NA NA NA 2510 3245 1731 150 NA NA NA
1470042000.0 11021.0 82 200 80 NA NA NA NA NA 125 251 122 NA NA NA NA NA 4726 4166 1072 NA NA NA NA NA 4884 4368 1098 NA NA NA NA NA
1470042000.0 11024.0 96 206 83 NA NA NA NA NA 142 253 124 NA NA NA NA NA 10841 2318 935 NA NA NA NA NA 11179 2411 1014 NA NA NA NA NA
1470042000.0 11025.0 95 201 81 NA NA NA NA NA 141 253 123 NA NA NA NA NA 15245 4245 1449 NA NA NA NA NA 16329 4465 1528 NA NA NA NA NA
1470042000.0 11026.0 98 218 87 NA NA NA NA NA 147 256 126 NA NA NA NA NA 18541 2421 928 NA NA NA NA NA 21633 2506 1190 NA NA NA NA NA
1470042000.0 11225.0 86 88 152 0 NA NA NA NA 134 132 195 0 NA NA NA NA 7337 770 640 394 NA NA NA NA 7602 928 723 407 NA NA NA NA
1470042000.0 11226.0 88 80 153 0 NA NA NA NA 135 127 199 0 NA NA NA NA 12035 853 815 446 NA NA NA NA 12511 1400 927 485 NA NA NA NA
1470042000.0 114.0 49 72 193 NA NA NA NA NA 96 152 254 NA NA NA NA NA 6447 377 482 NA NA NA NA NA 6890 443 509 NA NA NA NA NA
1470042000.0 116.0 49 71 189 NA NA NA NA NA 97 143 254 NA NA NA NA NA 6609 397 527 NA NA NA NA NA 7255 419 968 NA NA NA NA NA
1470042000.0 117.0 52 80 193 NA NA NA NA NA 97 142 254 NA NA NA NA NA 9129 426 617 NA NA NA NA NA 9638 479 657 NA NA NA NA NA
1470042000.0 118.0 51 74 193 NA NA NA NA NA 97 143 254 NA NA NA NA NA 8535 401 651 NA NA NA NA NA 8730 429 717 NA NA NA NA NA
1470042000.0 121.0 52 83 192 NA NA NA NA NA 98 142 255 NA NA NA NA NA 6856 422 610 NA NA NA NA NA 7477 450 1024 NA NA NA NA NA
1470042000.0 1302.0 58 138 166 NA NA NA NA NA 105 200 228 NA NA NA NA NA 11214 978 937 NA NA NA NA NA 11803 1120 1039 NA NA NA NA NA
1470042000.0 1303.0 59 140 170 NA NA NA NA NA 105 200 229 NA NA NA NA NA 8046 455 787 NA NA NA NA NA 8298 1312 907 NA NA NA NA NA
