Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469311200.0 1.0 47 70 117 NA NA NA NA 90 114 167 NA NA NA NA 2083 345 368 NA NA NA NA 2170 365 383 NA NA NA NA
1469311200.0 10.0 NA 69 163 0 NA NA NA NA 119 223 0 NA NA NA NA 2152 2907 681 NA NA NA NA 2258 2965 693 NA NA NA
1469311200.0 1000.0 NA 169 106 0 46 NA NA NA 231 153 0 77 NA NA NA 1625 417 398 102 NA NA NA 1678 553 407 127 NA NA
1469311200.0 1001.0 NA 159 110 0 0 0 0 NA 218 145 0 0 0 0 NA 4135 618 171 179 598 154 NA 4192 637 177 183 678 173
1469311200.0 1002.0 NA 180 54 NA NA NA NA NA 250 93 NA NA NA NA NA 2527 223 NA NA NA NA NA 2612 243 NA NA NA NA
1469311200.0 1003.0 NA 155 0 NA NA NA NA NA 218 0 NA NA NA NA NA 6236 906 NA NA NA NA NA 6332 928 NA NA NA NA
1469311200.0 101.0 78 NA NA NA NA NA NA 129 NA NA NA NA NA NA 2470 NA NA NA NA NA NA 2510 NA NA NA NA NA NA
1469311200.0 102.0 77 NA NA NA NA NA NA 130 NA NA NA NA NA NA 1635 NA NA NA NA NA NA 1673 NA NA NA NA NA NA
1469311200.0 103.0 43 72 161 NA NA NA NA 85 114 225 NA NA NA NA 878 193 519 NA NA NA NA 891 206 552 NA NA NA NA
1469311200.0 105.0 47 73 23 NA NA NA NA 90 116 53 NA NA NA NA 1861 238 2 NA NA NA NA 1880 249 13 NA NA NA NA
1469311200.0 106.0 38 0 0 NA NA NA NA 77 0 0 NA NA NA NA 1041 72 372 NA NA NA NA 1079 94 394 NA NA NA NA
1469311200.0 107.0 49 73 167 NA NA NA NA 92 115 225 NA NA NA NA 6998 615 1370 NA NA NA NA 7256 636 1406 NA NA NA NA
1469311200.0 108.0 49 73 166 NA NA NA NA 93 117 225 NA NA NA NA 5135 307 511 NA NA NA NA 5254 317 532 NA NA NA NA
1469311200.0 109.0 52 74 165 NA NA NA NA 94 119 225 NA NA NA NA 6547 380 813 NA NA NA NA 6758 398 846 NA NA NA NA
1469311200.0 11.0 NA 72 173 0 47 NA NA NA 117 229 0 76 NA NA NA 3099 1777 1326 81 NA NA NA 3130 1820 1369 121 NA NA
1469311200.0 110.0 39 71 159 NA NA NA NA 78 114 225 NA NA NA NA 727 339 552 NA NA NA NA 744 351 582 NA NA NA NA
1469311200.0 1102.0 NA 73 170 99 59 NA NA NA 118 225 150 100 NA NA NA 4009 6154 3666 296 NA NA NA 4056 6258 3771 313 NA NA
1469311200.0 111.0 47 72 161 NA NA NA NA 91 116 225 NA NA NA NA 2241 280 624 NA NA NA NA 2272 295 655 NA NA NA NA
1469311200.0 112.0 49 77 165 NA NA NA NA 92 118 225 NA NA NA NA 6072 612 1177 NA NA NA NA 6286 634 1229 NA NA NA NA
1469311200.0 113.0 49 72 163 NA NA NA NA 92 116 225 NA NA NA NA 3493 383 638 NA NA NA NA 3747 419 675 NA NA NA NA
1469311200.0 114.0 48 82 167 NA NA NA NA 92 117 225 NA NA NA NA 5898 681 1051 NA NA NA NA 6016 695 1074 NA NA NA NA
1469311200.0 115.0 50 73 162 NA NA NA NA 93 117 225 NA NA NA NA 4549 395 684 NA NA NA NA 4787 417 709 NA NA NA NA
1469311200.0 116.0 50 83 163 NA NA NA NA 93 118 225 NA NA NA NA 4869 388 667 NA NA NA NA 5082 406 689 NA NA NA NA
1469311200.0 117.0 50 73 163 NA NA NA NA 94 118 225 NA NA NA NA 5986 390 810 NA NA NA NA 6245 404 836 NA NA NA NA
1469311200.0 118.0 50 73 162 NA NA NA NA 93 117 225 NA NA NA NA 4548 389 766 NA NA NA NA 4800 413 793 NA NA NA NA
1469311200.0 119.0 49 73 165 NA NA NA NA 92 116 225 NA NA NA NA 4508 328 558 NA NA NA NA 4539 335 571 NA NA NA NA
1469311200.0 12.0 NA 67 164 0 NA NA NA NA 118 225 0 NA NA NA NA 2723 4293 1048 NA NA NA NA 2809 4408 1069 NA NA NA
1469311200.0 120.0 42 69 161 NA NA NA NA 82 112 216 NA NA NA NA 1123 516 936 NA NA NA NA 1153 538 980 NA NA NA NA
1469311200.0 121.0 50 73 164 NA NA NA NA 94 118 225 NA NA NA NA 5815 379 850 NA NA NA NA 5907 404 889 NA NA NA NA
1469311200.0 122.0 46 73 161 NA NA NA NA 90 115 225 NA NA NA NA 1260 242 513 NA NA NA NA 1282 264 538 NA NA NA NA
1469311200.0 123.1 151 NA NA NA NA NA NA 207 NA NA NA NA NA NA 945 NA NA NA NA NA NA 983 NA NA NA NA NA NA
1469311200.0 123.2 150 NA NA NA NA NA NA 208 NA NA NA NA NA NA 1272 NA NA NA NA NA NA 1311 NA NA NA NA NA NA
1469311200.0 123.3 144 NA NA NA NA NA NA 197 NA NA NA NA NA NA 868 NA NA NA NA NA NA 896 NA NA NA NA NA NA
1469311200.0 124.1 149 NA NA NA NA NA NA 204 NA NA NA NA NA NA 868 NA NA NA NA NA NA 903 NA NA NA NA NA NA
1469311200.0 124.2 154 NA NA NA NA NA NA 207 NA NA NA NA NA NA 838 NA NA NA NA NA NA 871 NA NA NA NA NA NA
1469311200.0 124.4 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 868 NA NA NA NA NA NA 903 NA NA NA NA NA NA
