Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470776400.0 133.0 51 81 169 NA 95 117 225 NA 12215 661 1547 NA 13085 701 1642 NA
1470776400.0 134.702 NA 102 197 0 NA 149 259 0 NA 829 5287 592 NA 957 5563 618
1470776400.0 134.704 NA 91 199 0 NA 151 259 0 NA 2180 13484 1266 NA 2478 14364 1289
1470776400.0 134.705 NA 104 198 0 NA 152 270 0 NA 875 10370 633 NA 1063 10621 648
1470776400.0 134.706 NA 105 199 0 NA 152 272 0 NA 939 7865 630 NA 1111 8092 1468
1470776400.0 134.804 NA 112 207 0 NA 159 274 0 NA 1302 14784 572 NA 1508 15008 596
1470776400.0 134.805 NA 113 207 0 NA 163 280 0 NA 1452 14803 580 NA 1677 15022 595
1470776400.0 134.806 NA 111 208 0 NA 159 275 0 NA 1651 13774 596 NA 1780 13998 642
1470776400.0 134.808 NA 117 199 0 NA 163 275 0 NA 1198 8169 644 NA 1312 8686 663
1470776400.0 140.52 NA 186 181 0 NA 249 233 0 NA 3430 2728 1378 NA 3648 2931 1445
1470776400.0 27.0 NA 72 167 0 NA 117 225 0 NA 3527 3224 1066 NA 3657 3396 1143
1470776400.0 280.0 62 75 170 0 165 117 225 0 4713 264 487 430 4972 281 583 444
1470776400.0 30.0 NA 78 168 0 NA 118 220 0 NA 3412 4294 1383 NA 3502 4453 1413
1470776400.0 35.0 NA 77 168 0 NA 117 221 0 NA 3510 4288 1271 NA 3610 4469 1323
1470776400.0 4.24 NA 52 186 0 NA 87 254 0 NA 211 5193 1230 NA 240 5325 1248
1470776400.0 4.41 NA 25 188 0 NA 68 251 0 NA 185 10463 1152 NA 209 10971 1177
1470776400.0 4.45 NA 28 192 0 NA 68 257 0 NA 69 5465 540 NA 137 5719 584
1470776400.0 4.51 NA 26 191 0 NA 68 259 0 NA 155 10565 1157 NA 213 10832 1183
1470776400.0 4.52 NA 24 194 0 NA 67 259 0 NA 173 13765 1157 NA 225 14006 1183
1470776400.0 4.57 NA 51 191 0 NA 84 263 0 NA 184 11187 1347 NA 229 11408 1403
1470776400.0 4.61 NA 28 196 0 NA 68 259 0 NA 65 5377 529 NA 99 5466 545
1470776400.0 4.62 NA 24 190 0 NA 68 258 0 NA 67 5251 524 NA 96 5335 537
1470776400.0 4.63 NA 25 190 0 NA 67 257 0 NA 177 14587 1117 NA 259 14949 1135
1470776400.0 4.64 NA 24 190 0 NA 67 259 0 NA 178 13791 1088 NA 225 14127 1106
1470776400.0 4.68 NA 30 190 0 NA 68 258 0 NA 67 5037 532 NA 103 5264 565
1470776400.0 4.72 NA 28 188 0 NA 67 256 0 NA 153 10946 1076 NA 232 11590 1131
1470776400.0 4.73 NA 28 191 0 NA 69 265 0 NA 164 13819 1097 NA 326 14247 1114
1470776400.0 4.77 NA 53 192 0 NA 90 266 0 NA 244 9523 1157 NA 468 10242 1193
1470776400.0 4.78 NA 30 192 0 NA 68 257 0 NA 157 10799 1153 NA 213 10984 1180
1470776400.0 4000.0 NA 79 171 NA NA 118 225 NA NA 3919 6951 NA NA 4031 7070 NA
1470776400.0 43.0 NA 77 169 0 NA 117 225 0 NA 3474 5483 1129 NA 3649 5651 1154
1470776400.0 44.0 NA 77 169 0 NA 117 225 0 NA 3434 4284 1321 NA 3590 4456 1357
1470776400.0 45.0 NA 78 169 0 NA 117 221 0 NA 3405 4420 1354 NA 3500 4572 1394
1470776400.0 512.0 13 34 0 NA 46 62 0 NA 13 68 23 NA 7650 90 31 NA
1470776400.0 526.0 13 34 0 NA 46 63 0 NA 13 74 29 NA 6767 84 50 NA
